temp,humidity,rainfall,solar_radiation,soil_bdod,soil_cec,soil_cfvo,soil_clay,soil_sand,soil_silt,soil_nitrogen,soil_ocd,soil_ocs,soil_phh2o,soil_soc,soil_wv0010,previous_crop,previous_fertilizer,fertilizer_amount,cultivation_break,yield,yield_category
29.44,75.05,1195.6,18.81,153.9,16.53,9.09,202.0,369.6,379.9,173.0,47.9,89.7,7.72,9.36,31.69,fallow,organic,206.6,2,7.32,High
30.16,67.02,519.3,22.97,126.3,15.39,6.17,215.3,474.8,254.6,127.2,46.8,52.2,5.53,23.75,18.14,cotton,NPK,290.3,1,6.7,High
26.01,55.88,1125.4,20.28,122.0,16.95,7.46,168.8,392.4,165.4,152.5,71.3,72.4,6.22,13.21,23.07,wheat,NPK,281.9,1,6.93,High
30.93,72.8,896.5,21.64,152.0,24.99,1.77,193.7,579.7,219.7,61.6,64.5,44.6,7.38,27.28,23.97,soybean,NPK,290.1,1,7.55,High
25.92,60.27,923.4,23.45,141.5,28.43,7.14,275.8,333.1,299.2,99.4,37.4,68.2,6.82,14.87,18.01,soybean,NPK,167.3,0,6.21,Medium
30.22,55.59,931.6,24.49,126.9,21.9,11.2,325.6,367.1,255.2,177.7,71.3,84.9,5.54,27.82,31.99,pulses,urea,145.5,1,7.26,High
29.86,69.92,594.1,18.34,121.8,21.96,2.0,173.0,422.4,234.1,72.6,59.6,39.3,7.04,21.87,22.69,pulses,DAP,291.7,0,5.66,Medium
22.57,75.13,967.8,18.74,131.1,19.49,0.51,349.6,594.6,229.9,157.7,50.8,77.6,6.04,14.88,27.6,maize,urea,176.4,1,5.4,Medium
22.32,64.75,958.6,21.39,130.9,12.34,3.53,311.6,312.3,395.3,147.4,54.6,116.9,6.03,6.22,26.22,wheat,DAP,200.5,0,4.83,Medium
21.61,67.99,883.3,24.87,126.6,13.99,8.39,306.1,399.7,150.9,198.1,57.3,71.2,7.76,10.4,34.84,fallow,NPK,140.1,0,6.67,High
29.61,66.73,925.8,21.07,150.4,15.1,0.72,337.5,347.4,220.5,77.9,36.0,63.0,5.52,11.71,27.52,maize,NPK,199.3,1,5.35,Medium
29.23,57.59,1003.7,18.23,124.7,19.22,0.18,349.0,626.9,317.5,149.7,73.0,110.6,5.58,14.83,20.21,cotton,urea,205.7,0,5.31,Medium
22.55,74.83,592.2,23.91,141.5,28.33,7.84,320.5,602.5,371.8,210.8,73.0,49.6,6.61,16.48,19.8,wheat,urea,228.0,1,7.07,High
29.12,74.86,547.9,21.8,127.2,13.48,7.82,185.1,643.0,267.5,210.6,51.2,103.8,7.19,27.46,31.99,cotton,urea,265.4,0,7.01,High
28.89,64.07,958.4,24.55,153.6,30.68,7.14,322.8,313.6,208.6,145.3,65.3,111.8,5.62,16.39,33.87,maize,DAP,235.1,0,6.23,Medium
30.35,71.07,1175.0,19.93,121.1,14.72,0.95,365.9,327.7,373.3,92.6,84.5,75.6,6.76,7.23,24.77,maize,urea,177.3,1,5.44,Medium
25.46,77.86,806.5,17.67,146.7,30.29,0.68,271.3,497.3,329.4,79.0,68.6,84.8,7.66,18.89,27.57,pulses,DAP,145.6,1,5.17,Medium
27.77,65.43,781.7,17.9,151.0,20.64,9.96,299.9,280.7,249.3,104.7,70.2,100.6,7.62,9.94,26.53,maize,organic,101.2,2,4.54,Medium
23.94,63.75,729.5,23.08,131.8,12.99,2.22,213.8,556.4,220.3,103.2,63.2,38.2,6.48,15.24,20.42,soybean,urea,170.3,3,6.11,Medium
27.11,71.38,968.8,24.54,126.3,29.11,3.32,311.0,375.3,210.0,139.8,31.7,63.6,7.75,27.62,36.25,maize,urea,204.7,2,7.16,High
23.6,61.36,860.9,20.17,130.5,22.13,1.51,324.6,604.8,154.2,192.8,73.1,75.7,7.52,14.72,24.71,maize,none,169.0,0,5.01,Medium
26.86,81.47,956.0,18.52,146.5,22.19,5.99,204.1,305.7,353.5,206.5,39.0,77.6,5.52,12.88,19.52,soybean,NPK,204.0,0,6.5,High
22.78,69.24,583.5,17.64,139.5,25.71,10.51,184.7,544.0,362.2,91.8,76.7,105.8,7.44,18.37,36.91,soybean,none,210.3,0,4.19,Medium
29.48,81.94,1089.8,21.06,138.5,30.98,6.08,280.9,384.7,256.5,114.0,58.3,123.9,6.05,11.81,19.74,fallow,organic,126.9,1,5.67,Medium
26.67,82.89,522.4,20.05,144.1,27.33,6.56,374.2,366.8,379.9,123.7,55.0,44.9,7.44,19.76,31.77,wheat,organic,159.2,0,5.23,Medium
24.76,77.27,551.1,19.21,140.5,17.0,11.95,236.7,515.5,296.6,113.7,74.9,103.2,5.5,18.93,27.04,pulses,NPK,297.3,0,5.52,Medium
21.55,83.99,810.3,21.0,157.9,30.18,1.66,310.3,494.3,268.3,105.9,64.2,106.3,6.41,6.61,35.87,maize,urea,245.2,0,4.35,Medium
30.67,65.67,870.7,23.19,132.5,12.4,10.72,347.9,562.7,238.6,152.1,33.1,36.3,7.49,21.53,22.16,soybean,urea,252.1,1,7.36,High
28.64,78.59,1188.2,21.17,135.6,22.65,7.82,284.5,638.2,166.0,165.5,64.0,40.6,7.32,22.01,20.09,maize,urea,102.2,0,6.94,High
25.89,84.58,1029.3,22.06,123.7,22.34,0.5,378.3,308.6,341.1,154.4,45.9,49.3,6.83,6.23,24.04,cotton,DAP,297.7,2,7.29,High
20.32,75.79,1094.1,24.47,136.7,29.32,5.05,269.8,442.5,276.5,130.2,60.7,36.2,7.43,19.09,36.95,cotton,DAP,289.2,0,6.52,High
29.18,66.96,991.2,22.8,139.7,14.06,0.26,363.2,359.1,327.0,174.2,80.1,93.9,7.73,21.57,32.25,wheat,DAP,159.8,1,7.2,High
26.72,69.18,1087.8,17.62,143.2,27.24,6.52,196.1,626.3,273.0,217.0,29.4,100.2,7.3,6.38,32.41,maize,urea,289.7,0,6.55,High
29.27,76.28,650.6,19.35,125.6,28.08,0.85,207.8,551.7,305.9,175.7,41.0,59.2,6.22,7.73,20.87,cotton,urea,269.3,0,6.34,Medium
22.39,79.48,903.5,21.84,154.6,24.44,10.96,185.0,393.3,195.1,152.7,68.7,47.2,6.65,24.0,20.11,maize,DAP,262.9,0,6.54,High
31.15,78.09,759.5,21.84,125.2,21.28,1.32,292.1,394.4,322.5,102.6,53.5,65.5,6.41,9.9,29.97,maize,DAP,112.2,1,4.94,Medium
29.41,74.29,572.0,17.38,125.6,25.08,3.02,325.1,486.3,271.4,204.8,31.4,56.5,6.08,27.41,26.1,pulses,urea,244.5,0,6.7,High
26.34,57.82,563.2,24.25,128.5,12.33,10.67,181.1,534.7,337.3,66.2,31.9,117.1,6.89,17.69,29.93,pulses,NPK,261.6,2,6.15,Medium
22.52,68.17,820.4,23.48,144.4,25.64,7.51,283.8,633.6,315.1,92.8,44.1,101.5,6.02,27.78,35.1,soybean,organic,239.7,1,6.53,High
28.2,82.78,782.8,24.55,157.7,26.0,5.18,308.2,475.1,366.3,136.2,30.6,58.5,7.42,26.31,23.84,maize,organic,237.4,1,7.24,High
30.82,69.13,735.9,18.72,120.4,30.25,3.3,168.7,565.3,345.0,217.0,41.2,120.9,5.69,12.79,25.64,wheat,urea,268.2,1,7.12,High
27.19,79.53,690.3,24.84,147.6,24.56,11.98,333.0,396.7,389.3,109.7,81.2,65.4,6.13,11.12,18.94,maize,urea,122.4,1,6.13,Medium
20.29,74.85,535.5,22.85,132.9,27.0,7.5,364.2,436.7,366.9,97.4,78.2,85.7,6.76,10.66,36.58,maize,NPK,269.1,3,5.98,Medium
24.65,72.57,1090.4,24.06,133.4,13.93,4.18,373.7,529.0,193.0,189.0,70.6,46.8,7.61,13.02,23.12,maize,organic,297.3,0,6.81,High
26.25,71.98,836.7,17.06,142.0,18.39,10.87,349.6,624.8,368.4,113.0,64.8,107.4,7.3,12.74,26.25,soybean,DAP,114.8,0,5.34,Medium
30.61,63.72,641.1,24.11,154.8,17.62,8.41,362.6,506.5,387.0,197.9,68.3,47.9,5.99,26.31,35.17,soybean,none,155.0,1,6.45,Medium
22.19,55.55,568.0,23.37,132.2,14.92,1.06,174.4,415.3,262.4,212.0,77.0,67.2,6.89,6.51,36.75,wheat,NPK,290.3,1,6.33,Medium
25.89,71.23,1067.0,21.2,153.3,18.72,1.24,322.5,421.0,323.2,150.2,57.2,80.2,6.27,18.0,29.32,pulses,NPK,143.6,0,5.37,Medium
31.65,63.67,1034.2,23.73,150.9,28.93,7.72,349.3,511.0,214.9,117.2,33.1,96.6,6.21,6.23,21.85,wheat,urea,226.9,0,6.83,High
26.4,63.76,1082.5,19.02,147.7,22.07,6.03,309.1,586.6,235.5,219.2,29.8,83.2,6.73,19.82,22.83,pulses,urea,145.5,0,6.43,Medium
23.29,56.79,1102.2,23.76,152.3,26.26,4.19,222.9,352.4,343.9,159.5,42.0,44.7,6.24,26.96,32.47,soybean,organic,181.9,0,6.81,High
29.91,63.79,1104.4,18.07,144.6,25.78,9.43,332.9,550.8,237.3,133.8,54.1,85.7,7.14,8.27,18.21,soybean,NPK,278.2,0,6.68,High
21.28,62.65,1148.5,19.62,153.4,12.22,1.37,287.9,392.1,356.0,166.0,44.8,54.8,6.93,27.75,28.25,soybean,none,192.7,0,5.47,Medium
25.0,82.63,845.1,23.79,133.4,16.17,4.0,317.8,338.4,161.6,112.5,54.2,114.9,6.88,20.46,22.94,wheat,NPK,103.7,0,5.96,Medium
27.14,70.12,617.6,24.8,152.8,30.62,10.75,270.6,639.8,187.5,214.6,31.2,86.4,6.98,26.12,25.25,pulses,NPK,126.5,0,6.33,Medium
24.29,55.33,506.9,24.03,153.1,14.04,0.27,323.7,291.3,388.0,156.6,38.3,55.8,6.81,18.29,31.75,maize,NPK,105.2,0,4.6,Medium
30.09,75.18,1050.4,18.51,146.9,13.16,4.35,268.3,479.2,164.3,144.5,77.0,122.2,7.44,12.99,32.71,wheat,urea,192.8,0,6.17,Medium
30.36,68.66,1081.9,21.57,148.1,25.57,7.42,169.2,543.0,304.8,147.7,28.4,55.4,6.88,16.06,28.15,cotton,NPK,171.7,2,5.93,Medium
31.13,56.29,654.2,19.04,143.3,19.15,1.14,270.1,524.4,245.4,134.4,84.7,88.9,6.26,6.07,18.36,cotton,none,125.3,0,4.66,Medium
27.4,82.29,600.1,23.23,133.7,19.24,0.45,183.6,630.0,303.9,112.6,48.7,72.6,7.57,10.71,24.51,maize,NPK,209.1,1,6.13,Medium
26.14,71.1,1057.6,19.19,139.1,17.82,3.27,244.5,391.8,233.6,117.9,42.0,98.4,7.36,25.54,20.71,soybean,NPK,124.3,2,6.15,Medium
25.37,81.57,733.9,17.86,130.6,18.77,8.31,159.5,437.8,251.3,90.0,77.2,86.3,7.3,22.84,23.86,wheat,NPK,223.1,2,6.15,Medium
27.91,65.74,675.9,20.24,137.7,20.52,8.0,186.2,377.3,386.3,124.7,62.9,59.5,7.29,7.21,29.07,wheat,NPK,228.5,1,6.25,Medium
22.3,80.73,732.6,17.82,150.7,17.05,2.52,272.0,389.9,230.2,90.1,57.4,92.2,6.96,23.75,30.32,cotton,DAP,160.1,0,4.38,Medium
31.02,57.29,673.3,20.68,145.6,25.37,4.39,208.1,558.8,175.4,193.9,62.5,92.6,7.38,16.1,26.48,cotton,organic,200.6,0,7.19,High
22.83,59.2,963.0,17.36,152.6,14.82,0.95,373.7,334.1,395.7,186.7,64.2,45.8,6.68,10.24,31.49,fallow,NPK,190.1,0,5.8,Medium
29.26,78.72,596.8,20.54,153.3,16.43,2.34,295.4,415.6,369.3,100.2,43.1,55.8,7.06,17.04,20.62,pulses,none,196.9,0,4.61,Medium
26.02,63.57,762.0,18.98,152.5,14.56,8.51,188.0,356.9,243.6,215.7,28.7,35.5,7.29,27.53,32.16,soybean,urea,252.5,0,7.24,High
27.65,58.37,890.5,24.53,130.4,24.32,5.71,322.6,556.7,280.3,122.8,49.7,76.6,5.82,9.52,25.09,wheat,DAP,212.8,1,6.02,Medium
23.78,63.23,1059.6,22.34,123.2,28.7,11.34,349.2,502.6,267.9,137.2,45.5,91.1,7.14,15.08,33.62,soybean,organic,158.2,0,6.14,Medium
28.17,64.38,515.3,21.21,127.8,26.14,9.93,357.4,478.6,272.4,205.3,45.3,41.3,7.38,27.95,26.08,maize,none,190.7,1,6.64,High
23.85,72.12,510.7,19.6,155.4,22.56,6.04,260.8,421.2,243.2,81.8,84.0,70.9,6.7,22.37,37.72,cotton,none,195.8,1,4.89,Medium
27.89,84.48,503.3,19.82,145.2,12.06,1.72,317.8,535.0,230.5,136.8,57.2,103.5,7.64,25.91,34.79,maize,urea,185.9,0,5.39,Medium
20.74,81.93,589.2,19.67,146.1,20.33,3.95,221.9,339.6,385.1,121.5,75.2,88.0,5.58,21.99,19.79,pulses,urea,261.9,2,6.14,Medium
23.81,62.29,785.2,21.02,135.7,13.66,10.94,343.0,322.6,309.4,179.2,36.3,79.4,7.53,25.98,32.37,soybean,urea,213.4,0,6.85,High
23.59,61.25,1155.8,24.95,125.0,29.22,9.33,234.8,498.0,360.6,76.5,74.7,92.3,7.15,17.22,28.79,wheat,NPK,272.3,0,6.61,High
28.96,72.84,566.2,17.3,122.3,18.35,9.83,361.2,420.6,200.1,119.0,28.4,37.1,6.09,25.13,36.88,pulses,organic,239.8,2,6.73,High
31.44,79.79,529.9,20.0,142.4,23.32,6.65,198.3,540.4,215.9,65.1,75.4,63.6,7.35,16.22,22.48,maize,urea,183.0,0,4.55,Medium
29.17,70.53,794.0,23.73,148.0,25.96,11.12,202.2,645.1,209.8,64.3,28.8,90.4,5.91,11.13,18.89,fallow,urea,128.0,2,5.12,Medium
26.83,69.59,1062.6,17.19,131.4,13.22,10.32,231.8,461.7,273.2,202.4,58.8,102.1,6.4,8.91,28.59,soybean,organic,295.0,1,7.62,High
25.12,67.47,816.3,19.95,152.5,25.99,3.28,330.0,642.7,238.9,88.1,51.0,79.6,7.71,18.47,35.63,soybean,NPK,276.7,2,7.1,High
31.35,72.58,835.5,18.93,126.2,23.05,1.69,318.0,612.7,157.2,78.8,52.8,98.6,6.32,26.06,24.45,cotton,NPK,264.2,0,6.64,High
28.56,59.32,771.3,20.86,142.1,23.34,11.37,291.0,342.7,293.4,82.4,48.6,120.0,5.81,18.61,25.25,wheat,urea,277.1,1,6.52,High
20.83,58.49,625.1,22.79,139.6,14.31,0.57,280.5,444.5,157.0,169.1,83.8,81.2,7.44,11.8,33.52,pulses,organic,264.5,1,6.32,Medium
30.47,79.98,1027.7,20.13,155.6,13.41,6.02,334.4,412.4,394.7,90.1,26.1,101.3,7.45,8.65,29.82,pulses,none,219.9,2,6.29,Medium
22.62,62.35,566.3,19.05,124.8,28.46,1.24,272.1,402.3,350.4,126.9,27.6,79.2,5.66,23.17,20.67,wheat,organic,269.0,0,4.76,Medium
23.57,74.99,1053.4,20.02,148.2,19.32,3.43,350.4,641.6,299.6,65.8,66.5,79.5,6.31,10.16,23.71,maize,none,158.2,0,4.53,Medium
26.54,60.43,760.2,23.32,155.7,24.96,9.06,189.4,627.7,176.5,66.8,67.9,65.4,7.08,20.21,25.99,soybean,NPK,189.4,1,6.07,Medium
31.33,76.33,1181.3,24.02,122.8,31.77,7.83,369.0,518.0,163.0,171.3,59.0,54.4,6.54,11.25,30.94,maize,NPK,249.4,2,7.37,High
24.45,62.77,845.8,19.07,129.0,30.42,3.78,229.9,317.9,295.6,73.8,67.7,61.8,6.39,10.7,28.61,soybean,organic,122.6,0,4.59,Medium
27.98,68.51,841.6,17.75,127.4,28.65,9.86,260.4,608.9,391.1,129.9,31.7,91.8,6.56,21.91,22.24,cotton,DAP,289.7,2,7.02,High
26.82,64.24,519.8,17.35,152.9,26.23,0.06,198.0,403.7,191.6,112.6,62.3,71.4,5.56,17.74,18.2,cotton,DAP,178.3,1,4.59,Medium
30.67,78.42,828.6,22.17,122.2,12.91,6.06,162.5,498.0,230.8,102.0,45.1,82.1,5.5,13.21,37.3,cotton,urea,155.8,0,5.85,Medium
21.31,80.84,1152.6,23.85,130.1,30.03,11.61,252.1,579.0,150.9,202.3,42.6,54.2,6.19,22.02,25.64,maize,urea,255.4,0,6.86,High
29.84,62.22,696.5,21.63,145.6,24.62,10.34,333.2,496.0,271.7,139.7,80.8,85.6,6.8,10.42,27.36,pulses,none,165.8,0,5.11,Medium
26.51,62.57,532.7,20.29,123.2,25.11,10.31,376.5,380.3,356.4,197.7,57.2,77.4,5.95,22.99,22.03,soybean,urea,189.8,0,5.67,Medium
28.52,76.59,991.8,17.99,128.6,20.82,11.16,183.1,574.2,323.0,116.6,59.7,42.6,7.78,18.61,37.48,maize,organic,243.5,0,6.03,Medium
20.89,76.11,996.2,19.73,154.7,13.33,7.05,195.0,567.1,155.9,153.1,45.9,81.3,7.34,9.41,34.85,soybean,none,215.8,0,5.34,Medium
24.29,83.16,893.5,19.75,123.7,26.13,9.25,215.4,435.7,370.8,145.1,25.6,103.6,7.48,6.84,32.87,maize,organic,262.6,3,6.92,High
22.31,70.38,674.3,20.9,140.5,25.45,8.8,323.4,424.5,387.4,180.8,25.7,69.9,5.95,16.22,21.91,soybean,DAP,127.2,0,4.67,Medium
26.29,68.7,531.2,23.54,123.1,22.57,5.9,286.0,306.8,332.0,87.8,49.6,51.7,6.25,6.87,19.46,wheat,NPK,200.2,0,4.77,Medium
23.42,55.79,764.5,20.0,141.9,15.64,3.22,318.5,584.2,195.0,105.0,46.5,100.9,5.77,11.08,37.17,fallow,none,184.0,1,5.25,Medium
30.08,58.28,1133.2,19.97,155.3,17.13,2.11,158.7,440.5,185.7,161.7,82.5,53.2,6.03,23.1,34.95,cotton,NPK,292.6,2,7.48,High
24.4,82.9,833.1,24.21,123.4,31.13,2.14,257.9,478.6,225.6,175.2,27.8,61.4,6.35,9.07,24.61,cotton,urea,224.8,0,6.23,Medium
30.42,56.95,907.9,20.91,126.0,31.59,2.26,288.3,520.9,325.0,179.6,44.8,40.4,6.69,21.13,36.52,soybean,urea,263.1,1,6.83,High
21.53,59.64,581.8,24.88,132.9,28.36,7.36,189.1,327.2,379.7,163.2,70.0,108.8,7.15,6.34,35.43,soybean,urea,221.9,0,5.44,Medium
27.35,55.24,877.8,17.83,142.1,21.9,2.86,262.4,416.0,230.4,153.7,27.1,83.3,6.26,11.7,26.92,pulses,DAP,169.2,1,5.13,Medium
21.57,83.98,522.5,18.9,129.8,13.52,5.17,222.7,541.3,309.0,114.5,83.8,106.6,6.47,21.85,27.14,maize,urea,235.0,1,5.06,Medium
27.72,65.78,794.6,18.88,153.9,23.8,9.04,175.7,517.2,266.7,72.4,56.0,83.9,6.57,13.59,20.9,soybean,none,182.0,0,4.64,Medium
31.02,79.03,1170.8,23.58,153.6,30.46,4.01,218.1,295.5,258.2,118.3,31.1,65.8,6.43,19.87,31.45,soybean,organic,148.8,0,7.44,High
20.73,61.99,779.5,21.9,144.2,26.84,9.31,332.3,480.9,217.0,129.2,59.3,36.9,5.95,14.11,30.3,pulses,DAP,263.6,0,5.89,Medium
23.81,67.64,786.1,21.58,157.9,13.93,4.89,356.4,506.6,217.9,73.8,41.5,71.4,7.15,22.18,23.05,soybean,none,157.6,0,4.29,Medium
25.19,56.16,1075.4,18.05,130.7,12.69,7.43,335.1,354.1,259.5,69.4,52.8,55.7,7.41,7.29,18.55,soybean,DAP,202.2,3,6.18,Medium
25.5,62.96,671.1,17.39,143.9,23.82,8.3,342.4,515.3,363.1,177.1,39.0,106.5,7.15,15.26,32.58,wheat,DAP,245.0,2,6.71,High
20.53,81.14,714.4,20.03,125.8,13.88,8.54,263.2,461.4,292.4,66.2,31.1,83.9,6.18,10.2,25.83,pulses,organic,289.2,1,4.63,Medium
26.05,68.81,879.8,18.77,139.1,15.76,2.99,364.1,431.9,155.1,159.3,38.6,99.8,5.65,7.24,30.59,soybean,urea,136.3,1,4.99,Medium
25.81,64.86,935.9,24.68,151.5,22.23,8.41,378.5,285.5,243.1,152.7,61.2,46.5,6.57,22.91,19.54,pulses,urea,216.8,2,7.27,High
23.52,78.01,567.7,22.52,155.9,17.35,9.5,244.2,593.7,387.1,121.7,43.6,66.7,6.94,12.8,29.09,maize,urea,129.1,0,4.48,Medium
22.32,83.11,893.5,22.95,154.2,22.01,4.41,262.1,329.9,285.8,94.1,53.1,67.2,7.02,18.23,18.9,cotton,organic,164.1,0,5.7,Medium
28.91,69.89,1091.7,24.01,123.9,29.19,5.25,339.8,478.1,186.3,71.0,49.0,47.0,6.01,7.27,37.8,maize,urea,204.8,0,5.71,Medium
28.41,83.25,1163.3,24.09,148.9,24.86,11.18,213.4,627.1,278.9,185.4,48.5,39.3,6.19,18.02,31.12,maize,DAP,252.3,0,6.46,Medium
28.09,73.54,997.9,22.83,147.6,30.58,1.69,334.3,404.5,352.9,151.1,51.9,86.9,7.8,11.17,21.39,soybean,urea,155.6,2,6.33,Medium
23.86,68.58,889.5,21.35,156.8,23.27,1.11,197.3,352.3,250.0,110.2,75.2,82.3,6.25,10.41,27.56,soybean,NPK,298.1,0,6.2,Medium
28.34,71.56,1173.0,24.61,128.1,30.84,0.68,234.8,572.9,282.1,207.9,44.9,116.9,6.85,23.63,35.5,maize,urea,144.2,0,6.46,Medium
23.18,75.76,882.9,24.88,126.8,29.05,5.23,319.3,509.0,251.7,117.8,55.9,98.7,5.93,9.73,18.52,wheat,DAP,193.4,0,6.07,Medium
29.33,74.14,1069.1,19.21,120.9,29.12,3.76,270.4,543.6,220.2,125.6,44.1,75.3,6.2,8.43,24.48,soybean,organic,217.6,0,6.08,Medium
31.31,66.78,514.0,17.87,142.8,30.96,9.07,237.2,336.7,284.2,214.4,25.5,61.5,7.36,19.43,21.75,soybean,NPK,195.5,2,7.05,High
24.69,84.87,1113.6,22.84,139.9,28.42,4.39,221.2,419.4,382.1,198.2,62.7,122.2,7.18,25.07,31.71,pulses,organic,122.3,2,7.46,High
20.56,69.6,789.5,24.05,151.6,20.61,2.76,365.9,549.2,201.8,97.5,51.5,115.3,6.0,6.5,22.18,soybean,urea,201.6,2,5.69,Medium
21.0,81.34,1154.9,21.61,142.0,29.67,3.84,206.2,365.2,173.7,65.4,82.3,81.3,7.49,16.98,21.39,soybean,DAP,260.0,0,5.91,Medium
25.9,72.34,721.6,17.03,154.4,22.96,0.65,346.0,588.5,180.7,179.0,45.0,36.9,6.89,22.86,36.29,pulses,DAP,110.2,0,6.19,Medium
20.61,59.5,1066.8,24.32,124.1,16.02,3.24,307.3,622.6,162.2,106.9,66.5,35.0,5.59,7.18,25.95,wheat,organic,131.1,0,4.65,Medium
22.79,67.07,1109.0,21.96,125.6,14.58,3.09,234.3,325.5,206.8,106.9,25.8,121.5,6.4,11.69,35.09,maize,organic,143.1,2,4.59,Medium
30.6,66.61,1120.8,22.72,122.3,27.01,11.03,221.9,317.8,198.1,173.1,25.5,106.8,7.26,6.64,21.93,pulses,NPK,286.6,1,7.87,High
20.67,74.61,531.9,17.75,120.6,18.89,3.31,187.1,453.9,176.3,155.2,39.1,116.7,6.63,10.26,30.69,maize,none,210.8,1,4.36,Medium
20.03,71.57,1055.7,23.77,128.8,24.93,4.25,372.1,365.2,239.1,150.5,48.4,75.6,5.9,23.63,32.32,wheat,NPK,117.9,1,5.38,Medium
29.18,78.48,1199.4,18.52,154.6,26.5,1.72,283.6,394.7,181.4,76.6,43.2,112.0,7.6,7.23,20.27,maize,NPK,171.1,0,4.65,Medium
