temp,humidity,rainfall,solar_radiation,soil_bdod,soil_cec,soil_cfvo,soil_clay,soil_sand,soil_silt,soil_nitrogen,soil_ocd,soil_ocs,soil_phh2o,soil_soc,soil_wv0010,previous_crop,previous_fertilizer,fertilizer_amount,cultivation_break,yield
22.36,60.36,627.3,22.75,131.9,20.91,0.05,205.4,418.6,151.8,48.9,36.0,85.2,6.66,9.0,24.87,rice,urea,89.7,3,1.71
21.85,47.89,696.1,22.19,131.5,25.06,0.65,224.2,598.0,330.3,59.0,64.9,54.1,7.24,5.06,20.9,cotton,organic,32.7,2,1.59
23.76,54.49,873.0,20.74,138.4,16.27,2.79,253.2,381.0,307.6,72.8,26.5,42.1,6.32,14.68,15.81,maize,organic,45.1,0,1.75
19.46,59.51,491.2,21.04,145.9,17.46,7.72,267.0,435.3,346.9,105.7,49.2,41.9,6.89,13.84,31.47,maize,NPK,93.4,3,1.96
24.87,61.62,710.0,19.1,124.8,10.22,6.92,206.3,464.8,344.4,35.2,51.9,59.0,7.3,5.25,18.27,pulses,none,38.1,1,0.91
22.69,69.68,488.5,17.86,124.4,27.01,8.07,221.2,479.0,172.7,113.2,50.4,62.1,6.07,9.34,18.34,wheat,urea,86.2,1,1.41
23.7,73.31,656.0,18.31,145.6,12.56,1.18,250.2,375.3,259.9,94.5,22.1,45.3,7.82,9.78,27.31,rice,none,20.2,3,1.21
24.46,59.25,509.2,21.89,128.8,19.59,6.33,168.7,570.7,233.8,112.3,28.8,74.3,6.68,19.24,22.68,rice,none,79.3,2,1.59
25.23,72.42,850.8,15.79,137.3,17.94,8.85,270.6,372.7,234.5,115.9,40.6,78.6,6.77,8.4,25.87,rice,NPK,52.9,0,1.8
24.81,49.64,661.5,18.83,149.2,14.21,6.48,171.7,422.3,328.5,46.5,46.6,36.4,6.18,16.1,29.76,rice,organic,111.3,0,1.65
19.81,48.19,478.2,22.68,144.9,17.82,3.16,274.6,548.2,277.6,99.7,19.6,46.5,6.36,20.87,24.11,maize,none,72.0,2,1.43
19.18,69.28,829.7,20.3,146.3,18.41,3.08,287.1,414.8,172.5,43.8,48.2,67.4,6.13,16.2,22.39,wheat,none,55.9,1,1.3
20.43,69.81,468.5,15.04,147.1,14.77,0.69,236.1,670.5,339.0,58.5,38.8,49.9,7.93,13.43,14.67,fallow,organic,87.4,2,1.39
18.08,73.16,571.5,16.27,119.6,26.28,5.53,156.1,663.3,195.7,115.8,49.7,62.1,6.4,17.27,27.92,wheat,organic,113.2,1,1.64
21.6,71.79,841.4,18.18,122.0,23.11,3.94,124.8,375.5,163.6,104.4,42.6,63.8,7.61,14.05,27.09,rice,none,108.3,2,2.07
19.46,49.42,482.8,19.82,122.0,14.07,7.62,132.9,643.1,192.6,144.0,58.7,72.4,6.73,18.49,17.77,pulses,organic,73.4,0,1.18
23.43,67.14,673.1,15.45,122.5,27.07,5.3,182.4,410.6,240.6,158.6,54.1,70.6,6.55,18.87,26.88,fallow,NPK,103.3,0,1.48
26.57,74.16,540.6,22.53,138.4,25.56,0.31,287.4,390.5,277.1,67.6,58.6,63.7,7.43,19.99,28.36,cotton,NPK,87.9,1,2.08
20.0,71.34,434.1,16.91,148.4,23.3,2.22,154.2,679.6,311.0,107.8,52.2,67.6,6.77,9.47,29.58,pulses,DAP,98.4,1,1.02
19.35,47.77,587.5,20.4,147.6,21.1,9.23,239.2,499.6,177.5,155.2,48.2,51.7,7.91,6.76,17.58,cotton,organic,38.6,1,1.11
20.14,61.72,469.8,22.26,147.1,22.91,2.05,301.9,509.5,262.2,149.7,29.5,78.1,6.48,11.01,21.29,rice,NPK,71.6,2,1.78
27.73,51.65,414.7,19.36,145.3,18.07,7.73,150.9,413.9,348.5,47.6,35.5,61.7,6.18,20.56,14.17,maize,none,53.6,2,1.36
26.58,54.73,687.3,20.03,127.8,22.55,6.47,120.7,615.1,265.9,143.7,48.3,78.1,7.68,13.5,16.0,maize,organic,83.0,1,1.98
23.34,55.77,731.1,19.52,144.6,22.85,8.87,209.3,459.1,191.9,79.1,41.3,94.2,7.35,18.59,26.31,cotton,none,60.1,2,1.65
22.34,73.48,604.0,18.89,145.4,13.45,5.62,229.5,355.9,264.1,70.8,54.6,75.9,6.47,11.44,23.26,cotton,DAP,75.9,0,1.07
19.87,51.88,567.1,20.77,124.6,21.8,2.79,307.3,569.1,171.5,126.7,36.8,29.3,7.71,9.68,30.93,wheat,none,20.1,1,1.48
20.88,53.68,795.7,22.16,130.9,10.24,9.46,187.2,396.6,278.2,149.5,62.9,91.6,7.71,14.84,29.64,rice,NPK,39.1,2,1.93
24.27,47.68,580.9,19.24,138.0,25.12,2.1,235.8,651.3,165.3,61.8,32.5,80.1,6.47,10.29,17.25,maize,organic,67.2,2,1.26
21.56,61.8,561.6,16.77,129.0,15.21,5.29,202.8,481.8,333.3,74.7,49.8,50.3,6.41,15.42,16.26,wheat,organic,117.5,1,1.36
25.29,67.08,723.1,21.27,130.7,13.33,7.2,199.6,634.3,253.5,70.6,48.2,76.2,6.01,15.3,22.13,pulses,none,92.4,0,1.42
23.57,67.04,883.5,22.89,141.3,11.98,4.08,137.5,380.2,193.4,127.0,58.0,36.7,7.8,7.55,26.81,pulses,NPK,47.3,0,1.83
27.42,47.03,435.8,17.09,146.7,22.81,7.26,223.7,439.8,250.7,118.0,29.4,61.5,6.27,7.08,30.89,cotton,DAP,101.4,1,1.53
19.54,74.54,809.1,20.79,142.7,25.3,4.38,292.0,350.8,151.3,41.3,57.5,94.9,6.26,12.58,18.25,maize,organic,44.9,2,1.75
26.96,63.93,457.7,16.13,132.1,26.91,0.04,268.4,456.9,236.6,73.6,62.3,60.4,7.7,7.64,19.97,wheat,urea,30.8,0,1.5
19.78,58.73,589.0,18.59,124.4,22.6,5.46,312.1,581.6,180.6,136.4,49.4,44.2,7.31,17.76,28.68,rice,DAP,100.6,1,1.77
23.94,68.27,866.4,19.86,130.0,21.72,7.29,124.1,551.3,300.3,134.1,26.5,73.2,6.1,18.35,24.84,pulses,urea,21.9,0,1.3
18.43,59.49,771.5,17.72,135.1,13.99,0.62,298.3,488.9,286.0,104.9,58.9,55.0,6.84,7.51,27.71,cotton,organic,67.4,2,1.78
24.53,50.69,847.7,17.93,125.5,20.9,9.17,127.0,361.3,175.8,70.4,49.2,44.5,6.73,19.92,20.89,pulses,organic,64.9,0,1.61
21.67,64.54,559.5,17.9,123.8,23.58,0.2,214.4,575.4,257.6,68.5,47.9,77.8,6.66,14.31,19.36,maize,organic,119.0,0,1.67
25.96,62.44,752.1,16.91,136.0,23.73,8.13,210.1,456.2,322.0,86.4,23.8,72.8,7.82,13.74,20.84,fallow,DAP,68.6,2,2.0
18.11,53.8,715.2,15.7,129.4,13.95,3.26,266.2,442.9,317.0,49.2,42.4,84.9,7.31,15.26,25.94,pulses,none,67.4,0,0.77
22.8,70.4,504.4,16.01,130.9,15.74,9.71,191.7,512.5,141.9,135.1,31.3,58.5,6.38,5.54,14.94,rice,organic,110.1,3,2.0
18.97,51.16,806.8,19.37,140.2,13.3,4.92,232.4,614.2,178.9,88.4,55.8,59.3,7.6,5.89,15.88,wheat,DAP,116.6,1,1.74
19.28,59.7,564.9,20.32,125.5,25.34,5.66,190.0,471.8,329.1,54.6,24.5,70.8,7.03,11.83,16.75,maize,organic,74.0,0,1.17
26.19,48.06,448.4,18.93,138.5,20.15,6.15,234.6,413.9,294.8,87.5,64.6,75.3,6.35,17.67,21.17,fallow,urea,24.7,0,0.98
24.03,49.85,863.6,19.36,121.3,26.34,3.96,189.7,441.5,344.5,49.6,34.2,52.3,7.74,6.87,15.03,cotton,organic,109.3,0,1.92
27.66,65.6,511.9,22.96,143.7,10.53,4.36,170.8,397.6,238.1,148.4,28.9,47.8,7.65,18.36,19.72,rice,DAP,83.1,1,2.17
24.93,52.0,579.5,15.38,128.2,24.65,5.8,256.1,618.9,264.2,119.9,63.1,58.3,7.9,11.21,15.28,pulses,none,105.3,3,1.44
27.75,66.03,633.8,22.96,131.6,16.32,4.0,124.7,598.6,335.9,86.3,37.1,36.9,6.44,13.92,16.34,pulses,DAP,22.0,1,1.48
23.17,57.09,645.2,22.13,144.5,17.99,8.86,205.9,604.9,317.1,141.3,20.1,49.7,6.18,20.28,24.38,maize,NPK,22.6,1,1.84
23.25,51.24,548.0,20.71,118.6,13.46,9.23,184.4,601.9,262.1,140.6,53.1,53.2,7.99,10.72,18.73,wheat,none,28.2,1,1.43
19.18,50.78,829.4,17.92,124.8,10.99,1.9,178.8,535.8,153.2,53.7,30.6,42.0,7.05,21.9,23.37,pulses,DAP,89.0,0,1.46
21.32,68.12,861.0,22.43,137.5,19.51,4.49,151.4,392.0,142.7,139.5,20.9,32.8,6.25,15.53,28.38,wheat,none,23.8,1,1.56
20.72,73.99,411.6,15.92,132.5,11.3,6.84,250.7,647.5,295.0,156.0,58.4,35.1,7.47,8.33,26.13,wheat,DAP,66.7,0,1.56
26.7,73.47,427.3,21.42,142.2,13.02,5.81,123.4,431.1,279.6,43.2,64.5,78.1,7.73,18.86,27.36,wheat,none,65.6,2,1.67
18.87,66.01,718.0,21.14,142.3,14.6,8.72,255.5,612.6,318.0,140.1,35.4,35.4,7.49,13.7,19.99,pulses,DAP,54.9,1,1.71
22.79,52.93,890.8,21.82,149.5,24.47,6.44,239.1,582.4,189.2,47.7,56.0,30.1,7.79,9.3,14.15,wheat,organic,29.8,1,1.36
26.38,56.26,621.7,15.31,139.7,20.81,3.67,186.8,508.7,310.4,68.6,43.2,78.1,7.84,8.7,22.82,wheat,NPK,103.6,0,1.41
23.1,60.85,551.3,21.85,119.3,10.9,0.94,245.4,514.7,202.5,61.3,19.3,90.1,7.25,21.52,28.22,cotton,DAP,30.4,3,1.95
18.48,66.67,858.6,18.98,119.0,25.69,0.21,287.8,664.3,167.2,109.5,30.6,31.4,6.81,8.65,30.51,fallow,none,88.4,3,1.88
24.13,73.59,497.4,21.14,131.2,14.01,3.42,251.5,438.4,196.0,67.7,27.7,87.8,7.05,15.48,20.53,cotton,organic,38.0,1,1.53
22.08,72.09,656.8,19.78,136.2,25.97,2.29,303.3,461.7,207.7,115.4,32.8,35.2,7.39,14.17,20.39,cotton,DAP,98.1,0,1.56
25.13,64.46,487.2,21.66,140.3,19.42,1.91,295.5,470.5,264.8,37.6,27.6,35.4,6.49,16.11,21.64,rice,none,105.9,1,1.47
18.89,74.91,595.9,21.02,134.3,22.66,5.45,151.0,483.6,215.6,74.0,53.2,61.1,7.08,20.18,28.09,rice,DAP,66.8,0,1.84
21.82,60.47,574.2,17.1,127.0,19.56,3.03,251.3,553.6,232.7,62.4,56.9,81.9,7.03,7.39,24.62,wheat,organic,108.9,0,1.53
18.24,61.97,718.7,19.18,147.2,10.01,3.82,153.5,613.4,210.9,123.7,29.1,84.6,7.85,17.08,23.4,rice,NPK,41.1,0,1.62
21.85,55.05,626.2,16.92,128.5,10.16,0.77,170.5,439.3,340.2,48.8,36.5,41.3,7.43,8.92,21.82,wheat,organic,43.5,1,1.31
19.42,67.23,872.7,22.79,136.7,17.69,6.25,134.5,524.0,254.2,85.1,36.7,49.7,7.56,20.98,30.79,cotton,DAP,92.1,2,2.35
20.23,58.71,471.5,17.5,145.1,16.92,7.18,297.7,426.2,301.2,42.6,23.5,44.7,7.01,12.05,24.82,wheat,DAP,21.4,1,1.37
25.94,45.9,867.0,16.75,141.1,20.71,2.55,287.8,511.9,273.0,74.8,22.7,66.4,7.28,15.31,24.72,cotton,organic,115.8,0,1.82
25.18,50.08,652.6,22.12,130.9,21.79,5.22,225.1,563.2,185.9,61.5,30.3,42.2,7.65,17.93,30.41,pulses,DAP,72.6,2,2.02
22.84,49.81,863.0,18.54,145.2,16.51,2.2,173.3,558.1,161.8,54.1,40.6,34.0,6.58,5.06,28.87,wheat,none,21.5,0,1.5
27.8,53.26,720.8,20.32,128.0,10.34,5.24,135.2,439.0,261.8,127.4,19.0,67.5,6.28,13.73,18.52,rice,NPK,42.3,0,1.65
25.61,47.21,501.0,16.73,123.1,22.94,3.62,247.4,488.3,305.6,125.7,54.9,80.1,6.48,6.67,19.31,fallow,DAP,60.6,0,1.01
18.91,49.97,628.2,17.45,143.5,10.13,4.56,250.8,444.2,227.0,159.1,49.4,46.1,6.27,5.39,21.09,maize,organic,57.4,0,1.14
23.37,64.19,833.8,21.47,146.4,10.94,1.84,250.5,418.9,250.8,39.8,55.8,57.7,7.39,15.57,24.21,pulses,organic,33.2,1,1.81
24.78,71.07,599.9,17.18,150.0,21.35,8.93,203.2,410.7,260.1,113.3,38.6,69.1,7.75,6.35,23.6,wheat,DAP,70.3,0,1.67
25.4,55.08,565.8,21.21,130.2,19.25,8.75,307.0,535.3,275.8,37.4,18.6,44.8,6.79,12.29,26.99,wheat,NPK,97.5,0,1.43
24.28,52.31,725.1,18.31,129.1,22.41,0.34,302.6,507.6,121.6,126.8,34.1,32.2,6.04,18.47,21.87,maize,NPK,85.7,0,1.66
26.83,67.53,701.9,15.25,139.7,19.96,1.17,130.0,449.0,234.4,76.7,18.1,32.3,6.19,18.99,24.26,cotton,NPK,117.7,0,1.58
26.0,64.0,875.2,20.04,121.5,17.28,2.23,240.8,583.1,234.8,83.4,21.5,74.7,7.71,11.74,14.1,wheat,organic,70.1,0,1.69
23.54,64.69,535.7,22.24,133.8,17.16,1.12,227.7,386.4,208.9,103.8,61.0,85.7,6.67,20.61,22.58,maize,organic,119.5,3,1.83
26.71,51.55,625.8,17.68,142.7,15.97,8.17,192.9,505.9,228.6,143.2,33.1,67.0,6.37,13.17,19.74,pulses,NPK,91.5,2,1.22
22.09,72.89,891.5,20.99,140.7,12.13,4.41,219.5,592.1,162.6,159.6,31.1,51.6,6.71,11.26,22.59,pulses,DAP,81.5,1,1.91
18.67,71.0,623.2,18.88,149.6,20.39,7.45,196.2,418.5,212.7,66.7,33.3,40.5,7.86,8.17,26.65,maize,organic,50.9,3,1.53
19.41,56.11,480.6,17.85,148.5,19.17,7.09,227.0,408.3,300.3,63.5,58.8,55.5,7.52,8.57,19.78,wheat,DAP,77.4,1,1.77
27.97,47.77,565.7,21.55,119.8,22.78,4.73,223.6,543.3,297.1,63.3,50.9,81.4,7.63,5.78,26.11,wheat,DAP,62.1,2,1.59
19.97,46.16,761.0,17.85,120.9,13.67,2.48,153.2,484.4,160.5,150.8,56.2,79.7,7.64,21.45,17.05,wheat,urea,21.9,3,1.87
26.88,67.38,733.0,19.07,126.7,15.49,3.08,301.1,538.3,310.1,99.3,28.9,47.3,6.37,18.74,28.87,rice,none,109.7,0,1.81
24.48,73.42,453.8,16.07,139.9,15.92,7.27,222.5,650.7,227.5,79.5,31.7,45.6,7.77,11.89,29.65,rice,DAP,46.6,2,1.56
18.28,64.03,659.9,21.04,141.1,17.69,0.61,199.7,478.0,279.6,125.2,53.4,28.2,7.52,8.76,21.1,cotton,none,84.0,0,1.08
24.37,50.4,781.2,19.77,141.6,10.99,7.14,217.0,528.9,200.8,99.9,47.4,45.4,6.74,7.08,15.42,pulses,DAP,42.7,0,1.2
26.77,62.85,840.8,22.94,142.6,19.27,6.26,188.6,500.2,260.0,80.1,41.4,63.5,6.58,12.38,20.93,pulses,DAP,88.7,1,1.98
19.66,52.5,522.5,19.16,119.7,24.06,5.74,165.2,406.6,194.1,72.2,59.4,47.8,7.01,15.06,21.02,cotton,organic,61.6,0,1.47
20.34,48.11,648.1,15.14,131.1,21.72,2.74,164.9,597.5,335.5,41.1,38.1,44.4,7.7,5.17,21.64,wheat,NPK,101.2,0,0.91
20.61,48.28,825.9,19.92,125.4,26.71,1.3,234.6,573.2,181.6,84.4,26.9,34.5,7.71,12.35,17.43,wheat,urea,32.3,0,1.44
21.23,69.54,422.5,20.55,144.2,10.88,0.14,256.1,542.6,327.8,47.6,24.6,78.9,6.44,6.52,24.95,maize,urea,98.9,2,1.0
25.55,48.02,527.2,22.08,136.8,23.67,8.52,272.8,679.7,329.6,111.7,64.3,71.3,6.77,5.84,21.07,rice,none,102.5,0,1.32
18.85,72.55,497.0,19.49,138.2,24.94,0.88,318.1,561.0,317.7,124.7,61.5,41.9,6.33,10.73,31.11,rice,none,37.4,1,1.1
27.91,45.36,602.2,16.34,133.9,15.87,0.89,288.9,433.6,220.5,38.9,61.6,74.5,6.28,10.27,30.25,pulses,DAP,64.2,1,0.97
19.49,69.44,804.8,17.65,119.1,25.56,8.66,174.4,536.7,125.6,94.6,35.3,33.3,7.58,21.35,27.12,maize,DAP,94.4,2,2.34
26.75,50.36,599.6,21.9,137.2,27.76,8.41,253.4,384.5,195.4,48.8,36.1,54.5,6.11,21.44,20.9,wheat,organic,86.1,1,1.91
18.39,51.96,813.8,16.64,138.9,19.42,8.9,222.9,630.3,252.0,89.4,49.8,51.3,7.03,19.84,21.35,pulses,organic,53.8,1,1.32
19.13,70.24,669.5,19.94,120.3,21.29,6.8,317.4,621.3,303.3,121.9,45.3,78.0,7.75,15.54,26.11,wheat,organic,82.0,3,2.23
20.91,64.02,711.9,20.61,149.4,13.47,4.32,238.7,530.3,189.5,139.1,29.8,48.8,6.69,19.1,15.43,wheat,organic,33.1,0,1.97
27.03,49.48,412.4,15.81,133.8,22.81,1.09,120.6,505.7,272.6,69.2,23.7,91.1,6.18,16.02,27.37,wheat,NPK,88.9,1,1.24
27.2,45.26,668.0,17.24,123.0,11.23,9.16,123.8,629.9,264.8,83.9,61.1,29.5,7.18,18.34,22.78,cotton,none,63.0,0,1.2
18.2,49.72,400.6,21.39,134.3,10.93,4.08,300.7,495.5,288.4,115.9,25.5,67.9,6.85,19.91,23.08,wheat,DAP,51.4,0,1.02
25.62,62.95,497.9,15.54,131.4,23.81,0.76,150.9,550.3,144.0,108.7,34.9,83.8,7.51,5.11,26.92,pulses,organic,110.4,1,1.53
21.16,50.96,506.2,20.92,136.5,23.81,2.71,222.1,484.0,203.2,110.1,61.4,83.9,7.19,19.12,17.61,pulses,urea,78.4,0,1.0
22.19,48.74,616.3,17.98,130.8,16.44,2.0,212.9,418.9,271.5,76.7,53.1,36.3,7.48,9.48,15.22,cotton,NPK,34.2,0,1.05
23.68,56.07,637.8,22.36,141.6,19.59,3.12,216.9,663.6,218.3,62.8,56.2,54.4,6.13,7.96,25.4,rice,none,35.2,1,1.55
24.99,55.4,731.0,15.84,123.2,16.21,1.38,272.5,578.7,275.3,56.7,54.8,37.5,7.72,5.77,25.06,maize,urea,28.0,1,1.24
18.31,50.91,402.4,22.83,123.1,19.64,1.65,261.6,498.6,329.6,92.6,59.1,35.9,6.14,9.36,26.85,wheat,none,86.3,1,1.25
18.08,50.87,873.4,22.32,133.0,11.34,6.26,285.2,545.4,181.7,153.1,63.1,73.8,7.81,14.85,23.47,rice,none,36.2,2,2.06
25.47,64.33,823.0,20.58,125.1,23.83,2.66,122.8,558.9,128.4,58.9,20.8,73.3,6.35,21.71,18.33,rice,DAP,71.8,0,1.62
27.68,71.48,657.2,21.31,127.0,25.38,1.66,246.1,634.5,161.0,46.9,45.6,74.4,6.34,16.86,20.79,pulses,urea,83.4,2,1.42
20.9,65.88,855.5,17.73,149.8,13.69,5.67,251.9,453.2,287.4,151.0,37.2,41.0,6.03,17.45,14.12,wheat,organic,75.1,0,2.12
27.42,59.93,511.8,19.38,119.5,11.33,1.17,270.1,457.0,292.2,142.7,64.5,70.8,6.12,15.25,28.99,rice,organic,71.7,2,1.93
23.91,48.38,498.9,18.36,134.0,12.34,7.22,228.6,675.6,277.8,52.9,24.4,82.0,7.36,21.42,28.71,pulses,none,86.4,2,1.7
19.35,65.28,562.9,19.28,137.3,13.59,1.6,260.1,566.0,291.9,100.3,48.2,42.1,7.55,5.56,17.41,cotton,urea,108.8,2,1.83
18.88,51.08,782.8,22.32,126.7,21.28,7.14,281.5,591.6,316.5,71.8,22.1,64.1,7.15,20.53,28.76,wheat,DAP,64.6,1,2.18
24.29,56.87,610.8,16.19,145.3,13.77,7.01,127.6,434.0,196.0,157.1,34.4,56.0,7.06,21.26,19.69,pulses,organic,111.7,1,2.03
23.05,73.73,525.4,18.13,134.6,19.61,5.07,212.8,555.1,293.8,106.7,19.6,79.9,6.74,10.78,29.87,pulses,organic,97.9,1,0.94
23.22,50.15,407.3,19.53,144.6,20.91,7.44,269.7,426.4,174.8,60.8,64.1,45.4,7.69,11.23,30.8,fallow,organic,69.4,2,1.65
24.28,66.53,808.3,21.36,147.9,13.51,6.52,138.6,652.2,306.4,92.6,29.4,92.9,7.92,7.2,26.71,pulses,NPK,43.1,1,2.02
20.25,59.99,476.7,19.96,118.2,27.34,4.05,289.4,435.4,201.8,156.6,57.9,37.3,7.33,5.37,25.44,wheat,none,43.2,2,1.27
20.62,66.52,528.6,17.17,123.7,13.72,8.83,205.0,374.7,336.2,138.5,58.9,52.1,7.43,20.59,14.39,rice,none,118.7,1,1.63
23.62,61.44,572.4,15.56,118.4,22.33,3.6,175.3,419.6,164.5,55.8,20.6,40.4,7.69,17.6,14.5,cotton,DAP,84.2,0,1.72
21.91,68.2,661.3,21.26,143.2,19.6,3.7,198.8,454.3,131.4,53.5,52.0,40.3,6.76,16.98,24.66,pulses,none,70.1,3,1.61
25.08,64.52,663.4,15.91,141.9,13.72,0.18,225.7,530.8,289.2,52.2,32.9,40.9,6.22,8.42,27.85,wheat,organic,55.0,1,1.62
20.14,53.46,851.1,17.59,122.4,15.98,6.13,167.7,541.9,215.1,55.3,33.9,91.2,6.53,9.76,28.97,pulses,urea,63.8,1,1.21
20.85,55.84,410.2,16.61,139.1,11.89,9.58,192.7,519.2,245.5,110.7,25.1,55.5,6.44,12.9,28.23,pulses,NPK,58.8,1,0.82
26.48,56.18,588.9,20.15,136.9,27.6,3.09,269.0,662.3,152.0,63.4,26.2,73.8,6.98,17.23,24.8,pulses,DAP,30.9,1,1.41
22.62,74.33,507.3,17.55,120.2,20.08,7.3,194.6,467.5,156.8,78.8,30.2,63.8,7.26,15.41,20.18,pulses,none,99.1,2,1.2
18.74,62.89,857.4,22.91,136.0,12.68,9.73,298.8,627.9,262.8,149.8,36.2,82.7,6.85,15.55,30.97,maize,organic,116.3,1,2.17
26.6,69.3,893.2,17.92,134.0,23.04,9.36,191.8,480.6,162.7,138.3,29.8,83.7,7.15,7.9,27.09,rice,organic,98.7,3,2.54
22.2,64.79,871.2,15.64,146.1,10.81,6.03,261.7,590.8,349.6,155.0,20.7,80.7,7.71,11.47,20.84,cotton,NPK,28.5,1,1.63
23.25,62.0,488.1,21.81,133.5,22.4,8.64,215.9,678.3,294.5,64.6,36.0,37.8,7.14,16.47,30.01,pulses,organic,51.3,0,0.91
24.52,45.22,603.9,17.08,141.3,27.4,0.84,192.3,597.7,276.6,66.4,38.0,32.8,6.68,10.61,24.13,cotton,NPK,89.0,0,1.29
21.71,68.18,516.8,19.05,142.4,15.07,4.6,237.4,591.3,286.3,159.0,33.6,39.6,7.88,8.38,31.3,maize,DAP,36.2,3,1.91
27.86,53.91,611.8,16.62,134.5,14.04,3.09,199.8,356.6,222.7,134.7,60.4,30.5,7.76,10.98,17.44,rice,NPK,104.0,0,2.04
20.77,71.83,524.1,18.46,138.7,26.96,2.66,182.4,504.6,331.8,133.7,20.1,46.3,7.08,13.26,20.78,maize,NPK,46.3,0,1.73
24.81,74.69,720.8,17.63,124.3,13.34,8.83,172.3,532.0,269.8,154.0,32.4,35.0,6.77,8.9,31.0,wheat,NPK,101.0,1,1.6
23.45,59.95,602.1,15.55,118.9,12.91,3.04,317.1,494.5,147.2,40.6,39.5,66.0,6.26,18.29,31.96,wheat,urea,46.1,1,0.98
23.27,63.33,793.0,19.58,148.8,11.56,5.0,290.0,471.5,159.4,63.3,56.7,63.0,6.64,6.15,28.58,pulses,none,98.0,1,1.2
18.08,53.45,814.0,19.25,135.5,12.68,3.65,245.1,411.8,158.2,117.5,57.1,79.3,6.46,18.23,29.09,pulses,organic,118.7,0,1.86
25.58,61.38,498.7,18.14,127.0,23.58,7.71,316.4,540.1,138.6,119.2,55.4,59.4,7.61,12.91,15.52,wheat,NPK,44.7,1,1.58
20.02,48.42,487.9,22.48,138.0,12.55,3.56,139.5,495.0,339.3,56.7,19.3,44.3,7.63,6.24,30.4,wheat,DAP,58.8,0,1.51
25.4,64.72,605.3,19.85,139.3,27.92,8.31,127.3,360.0,194.5,128.9,23.0,76.6,7.88,16.51,30.94,rice,organic,69.8,3,2.31
19.15,57.36,438.0,18.77,142.6,27.64,2.68,132.0,410.5,241.5,99.8,40.7,80.0,7.87,12.49,28.15,cotton,none,66.3,1,1.31
22.46,72.13,870.0,19.06,122.4,27.67,9.71,245.2,500.6,192.0,87.1,56.5,60.7,6.69,6.3,14.82,rice,NPK,80.0,0,1.42
20.78,62.13,480.4,16.69,144.9,26.34,1.15,222.4,472.4,262.4,84.3,40.3,75.3,7.47,18.99,22.22,rice,urea,115.9,1,1.65
20.1,65.31,687.8,20.69,122.5,15.53,2.55,288.9,501.4,140.8,87.0,51.6,48.1,6.54,6.87,27.4,pulses,urea,71.3,0,0.83
21.65,56.57,883.8,15.19,122.9,15.52,8.39,268.7,577.0,209.2,127.1,57.7,87.1,6.94,13.64,19.7,pulses,none,51.2,0,1.55
25.96,47.91,786.0,18.49,123.1,16.31,3.29,134.5,473.5,274.9,68.8,59.0,31.4,7.72,17.21,28.26,pulses,organic,27.4,0,1.55
18.9,67.52,882.4,22.03,128.8,13.86,8.58,209.3,526.5,339.1,121.2,26.7,35.3,6.71,7.35,17.57,pulses,urea,63.2,0,1.32
24.61,57.33,621.9,18.0,122.3,16.23,0.46,217.2,648.6,283.5,125.2,29.2,35.7,6.8,9.18,31.51,rice,urea,39.7,0,1.42
20.23,70.32,849.1,22.6,133.2,11.19,0.35,277.1,516.5,305.5,72.5,21.3,69.6,7.41,19.2,20.59,rice,urea,64.9,3,2.79
