temp,humidity,rainfall,solar_radiation,soil_bdod,soil_cec,soil_cfvo,soil_clay,soil_sand,soil_silt,soil_nitrogen,soil_ocd,soil_ocs,soil_phh2o,soil_soc,soil_wv0010,previous_crop,previous_fertilizer,fertilizer_amount,cultivation_break,yield
26.06,72.41,1600.03,20.1,151.53,32.65,9.11,259.0,167.97,166.19,121.38,45.33,51.51,6.65,7.95,22.45,wheat,NPK,92.42,0,4.33
28.11,74.15,1964.75,19.25,165.9,30.95,7.4,254.88,146.01,186.86,120.11,60.48,95.56,7.45,10.36,27.32,rice,urea,193.48,2,4.19
24.29,77.42,999.54,16.92,164.63,28.61,0.86,417.33,153.61,373.6,81.26,63.25,68.88,6.09,11.42,20.32,rice,NPK,87.96,0,3.56
30.43,68.53,940.46,17.9,138.19,35.06,0.37,403.77,322.67,163.95,104.26,30.64,117.57,6.05,10.34,33.1,rice,none,140.24,0,4.12
30.3,94.46,1930.81,17.47,158.59,33.82,5.09,218.87,235.54,201.1,147.21,57.53,109.12,7.05,20.6,23.88,rice,urea,251.22,0,5.69
29.9,71.7,942.34,20.57,130.47,29.72,1.78,232.81,374.73,377.35,90.65,58.88,49.69,5.59,19.07,28.62,wheat,NPK,168.59,1,4.73
23.85,79.3,1270.77,20.77,143.57,31.23,6.84,326.44,420.17,332.33,132.35,38.98,86.41,5.79,15.01,36.98,rice,DAP,271.61,0,4.75
23.81,68.76,2066.74,16.11,136.17,22.17,3.98,238.6,328.09,255.64,188.18,19.53,67.08,6.62,18.95,33.55,fallow,urea,207.37,1,5.74
31.66,77.64,1918.81,16.86,170.67,25.27,4.97,257.57,238.42,168.07,150.12,50.62,110.51,6.78,17.28,36.69,fallow,DAP,95.92,3,6.72
22.48,94.83,1827.91,19.0,172.42,18.48,5.11,267.41,182.3,169.55,147.57,41.81,52.7,5.54,16.51,35.0,rice,DAP,91.63,1,4.93
30.58,74.73,1044.91,21.85,142.8,19.69,7.21,387.74,388.12,354.29,115.83,33.31,61.72,6.86,11.09,25.98,wheat,DAP,279.4,1,4.83
23.45,83.94,1069.6,19.01,148.46,32.99,7.77,209.04,174.86,276.26,141.96,43.63,98.78,5.63,5.1,24.12,maize,DAP,121.42,0,2.79
23.67,69.01,1085.83,20.66,151.87,20.96,2.77,333.77,312.34,364.44,207.65,71.43,99.65,7.15,7.83,34.14,wheat,DAP,228.56,1,4.62
31.58,71.92,1613.38,18.43,146.72,18.14,6.16,419.67,350.79,251.9,151.69,64.77,111.5,5.02,13.11,22.92,rice,NPK,126.4,0,4.72
29.9,82.32,1874.59,16.32,164.35,22.74,2.18,416.66,368.31,225.52,136.74,33.06,113.52,6.32,22.24,29.83,wheat,NPK,256.94,0,5.83
22.47,74.04,903.31,21.25,166.53,17.15,5.97,426.63,377.38,256.97,79.29,49.63,111.33,7.11,21.41,25.47,rice,urea,269.49,1,3.78
22.04,71.23,1108.65,19.57,156.36,16.1,4.94,341.34,268.88,361.32,153.59,54.48,109.77,5.4,8.51,22.65,cotton,NPK,154.01,0,3.68
22.69,74.65,1523.3,20.83,169.12,25.5,9.23,360.15,298.5,321.33,200.97,60.3,57.09,6.5,12.09,28.14,rice,NPK,146.76,2,5.19
31.19,91.94,1875.78,21.78,137.39,34.97,0.85,290.95,396.01,353.47,157.94,47.24,91.2,6.64,15.98,18.74,rice,urea,152.73,0,5.87
23.15,67.01,1795.47,17.22,146.6,26.21,7.61,345.64,467.86,227.86,190.39,32.01,118.62,7.22,19.94,24.12,wheat,urea,189.83,1,5.89
32.37,70.26,2105.01,15.9,138.72,19.03,9.88,348.52,335.68,316.98,157.79,33.85,83.39,7.31,20.55,31.03,rice,urea,129.36,0,5.28
24.49,75.34,1759.61,18.59,171.1,32.25,1.69,369.18,452.54,322.95,77.13,25.62,52.3,5.83,7.48,27.78,fallow,NPK,112.82,0,4.02
24.8,89.17,1894.28,15.78,170.15,26.62,5.34,340.44,199.41,186.0,123.49,47.31,30.96,5.87,17.62,23.59,rice,NPK,132.76,3,3.9
30.58,72.45,2120.57,17.65,144.28,16.9,7.78,384.44,307.67,222.2,94.14,31.61,39.68,6.85,5.41,20.46,rice,urea,73.82,0,4.22
23.25,93.27,1558.18,17.1,140.8,25.75,0.7,394.26,179.37,359.3,80.49,63.36,86.21,7.15,11.81,24.14,rice,urea,65.87,0,3.86
25.46,70.7,906.68,17.4,156.08,19.84,2.75,298.27,413.29,341.26,104.89,47.3,81.18,5.66,5.59,29.76,rice,NPK,275.56,1,3.38
23.9,81.63,1889.02,17.3,146.89,21.46,8.18,186.16,127.83,282.74,70.91,59.11,101.78,5.65,10.42,20.76,rice,DAP,275.05,0,4.78
26.71,75.36,1969.9,20.84,136.23,34.92,0.8,347.68,432.06,281.45,156.04,46.24,85.69,5.9,7.43,22.0,maize,urea,107.88,1,4.33
24.59,74.23,1296.02,16.51,160.81,19.86,3.02,351.03,479.35,372.49,99.05,64.96,59.58,6.24,17.89,30.85,rice,organic,209.86,3,4.25
22.72,66.24,1349.28,21.84,132.18,15.35,2.61,425.2,457.56,333.88,132.4,30.81,72.43,7.25,20.91,37.36,pulses,DAP,236.96,0,4.8
26.15,66.3,2155.38,20.84,161.81,20.55,0.13,299.24,451.97,199.04,100.57,74.28,66.15,5.68,18.57,39.21,wheat,NPK,209.4,0,5.47
26.51,78.58,2032.37,20.47,151.9,19.68,7.4,258.16,185.07,294.79,145.33,56.53,100.25,7.15,6.0,36.07,wheat,DAP,132.92,0,3.88
23.63,86.73,1585.91,16.5,132.83,22.93,5.56,352.04,463.67,171.42,75.9,45.21,109.63,5.6,7.6,27.88,fallow,organic,204.25,0,4.7
30.52,87.57,2041.06,15.36,158.86,31.27,2.07,204.7,176.01,198.01,77.43,62.89,108.93,7.43,20.48,24.93,rice,urea,68.66,0,4.76
29.58,74.27,1204.63,18.92,174.19,19.23,2.14,372.2,219.25,188.22,181.49,58.06,72.48,6.17,21.81,21.67,maize,urea,185.33,0,5.49
23.71,94.11,2047.73,15.37,165.03,27.4,2.57,419.79,474.83,397.09,123.75,63.71,64.53,5.85,21.03,34.61,pulses,organic,172.29,0,4.37
23.89,93.31,1912.03,15.52,161.91,25.33,5.21,217.73,471.28,340.99,100.96,49.54,53.26,7.03,6.29,30.17,rice,none,117.94,0,3.06
32.33,94.18,2081.75,15.12,132.01,31.76,9.55,319.13,334.86,180.17,99.84,43.37,111.73,5.16,12.5,39.28,rice,urea,173.23,0,4.64
32.81,79.32,924.1,15.87,144.89,27.27,8.76,383.25,154.66,167.19,180.65,31.65,46.61,5.47,9.26,32.59,wheat,NPK,71.1,0,3.35
22.63,76.22,1676.08,17.93,163.35,29.91,7.19,269.72,272.63,249.38,155.83,45.99,117.8,6.67,8.3,39.28,maize,DAP,262.53,3,5.21
31.26,67.9,1187.79,17.89,137.11,19.38,9.23,341.03,432.47,387.01,116.5,33.75,71.36,5.64,14.15,32.86,rice,urea,275.58,0,4.2
29.29,74.1,1115.4,19.38,132.02,23.87,8.5,265.31,391.23,300.17,182.17,33.36,31.7,5.96,8.07,31.33,wheat,DAP,200.27,0,4.18
22.23,93.54,1355.5,18.38,173.93,15.18,1.1,241.17,199.88,355.85,136.65,19.26,56.43,6.61,18.53,39.27,fallow,urea,244.98,0,5.16
25.34,80.58,1246.99,19.36,144.12,24.14,2.91,261.0,299.81,178.97,101.27,38.24,61.9,6.69,12.82,24.31,rice,urea,198.52,0,5.07
23.88,69.83,1595.38,18.79,134.43,32.89,4.61,429.06,134.85,320.71,94.87,56.75,45.7,5.75,8.48,20.86,rice,urea,203.64,0,3.2
30.54,78.73,1075.55,15.91,166.37,17.56,3.81,203.59,412.82,342.44,156.87,39.83,117.14,5.9,9.12,38.05,maize,DAP,159.87,0,4.19
22.82,72.66,1006.45,19.35,165.93,32.74,9.41,266.5,340.07,382.15,183.93,63.61,35.23,5.69,15.49,33.2,rice,NPK,207.91,0,3.59
32.09,87.42,1953.11,20.07,172.63,17.57,2.66,193.08,274.94,295.72,169.4,37.76,45.29,7.27,15.34,29.74,pulses,urea,237.3,0,5.76
29.32,69.29,1260.46,15.6,161.57,25.16,0.01,342.86,262.55,183.51,180.95,54.6,111.74,5.56,16.88,24.03,pulses,organic,181.02,0,4.43
27.54,73.02,1004.62,21.91,136.07,27.84,8.08,364.16,180.68,184.31,81.79,56.54,52.7,6.94,5.93,19.18,rice,urea,166.79,1,4.02
29.57,87.4,2164.45,17.33,143.19,30.24,3.94,404.59,194.67,311.95,131.76,38.34,35.07,7.15,9.72,39.03,rice,DAP,180.48,0,5.36
29.89,83.7,1843.63,19.95,151.94,34.3,0.28,333.54,210.03,384.77,157.09,54.11,99.0,6.97,11.67,31.14,fallow,urea,270.11,1,5.88
23.19,84.19,1535.64,15.93,134.05,23.87,7.03,307.26,494.54,328.8,207.94,58.59,49.01,5.71,12.72,31.24,fallow,DAP,149.73,0,4.78
24.64,73.57,2070.85,18.79,141.48,30.33,6.54,361.27,239.85,209.3,189.65,74.43,84.04,6.02,11.53,28.91,cotton,urea,139.51,0,5.04
28.26,68.8,2072.24,15.31,137.35,34.46,7.4,214.69,424.12,265.72,158.84,47.63,76.8,6.47,5.45,25.27,fallow,DAP,75.74,0,4.59
22.86,70.38,1102.07,18.11,133.17,29.05,9.5,188.43,310.03,340.71,99.98,21.05,105.63,6.42,10.64,33.44,rice,urea,215.03,0,3.54
30.7,85.74,2093.69,21.32,140.26,22.24,4.8,375.37,465.71,194.17,117.89,36.22,65.2,6.5,18.84,31.3,rice,none,160.58,0,5.73
29.47,83.99,998.98,22.0,142.15,35.75,4.41,208.69,132.01,228.8,195.01,30.39,45.97,7.11,19.63,35.54,wheat,DAP,122.87,0,4.96
29.37,69.63,1464.16,18.94,140.96,19.85,8.99,318.99,166.34,238.59,75.72,52.95,74.75,5.63,6.19,22.19,rice,NPK,158.61,0,4.76
23.27,66.96,1077.57,21.24,170.9,16.62,6.23,224.81,283.05,358.3,94.89,32.74,115.25,7.0,7.19,20.4,rice,DAP,64.69,1,2.72
26.15,93.04,1167.88,21.08,137.72,25.94,8.07,217.8,328.38,201.93,132.68,49.02,116.46,5.43,19.67,21.49,pulses,DAP,77.08,0,4.57
25.76,70.58,2133.22,18.76,167.84,20.88,7.2,414.78,292.22,164.92,151.33,19.94,93.5,5.78,7.26,39.4,rice,DAP,255.22,0,4.73
24.66,87.09,1295.81,21.62,143.89,29.26,3.79,211.68,269.88,230.04,106.76,34.01,105.4,6.93,21.14,21.97,wheat,NPK,160.51,2,5.1
27.42,70.84,1852.75,18.71,165.97,25.57,2.42,326.27,489.22,177.22,126.84,18.66,94.76,5.25,14.29,37.5,fallow,none,62.51,1,4.78
32.34,87.31,1345.27,15.85,160.38,24.66,2.48,200.23,452.36,384.22,166.06,22.79,93.86,6.96,15.39,37.71,cotton,none,147.62,0,4.74
30.46,93.84,1315.64,20.72,167.0,35.23,3.54,438.34,219.21,256.77,192.19,44.62,39.61,5.94,10.08,30.8,rice,urea,268.19,0,5.18
30.74,85.05,2063.55,16.88,154.73,27.0,9.74,356.53,470.49,191.67,89.12,38.88,99.27,5.74,9.49,19.87,rice,urea,72.25,0,3.88
27.58,78.98,1700.94,18.46,137.41,22.08,9.76,233.6,319.34,296.97,159.59,56.55,94.77,7.14,10.92,18.61,rice,urea,228.38,0,4.81
28.4,88.36,2007.3,16.68,149.39,30.57,9.28,293.89,170.84,222.08,75.82,49.88,92.21,6.24,10.78,39.43,rice,DAP,192.43,1,4.96
25.43,69.48,1826.05,19.81,144.09,27.28,9.06,351.31,390.74,310.01,79.33,26.99,108.73,6.36,7.46,29.27,rice,DAP,60.03,2,4.1
25.75,75.06,1952.07,19.7,131.08,25.54,7.75,222.5,363.17,266.22,178.59,72.15,112.16,6.8,14.01,34.49,cotton,DAP,267.55,0,5.87
28.78,93.94,1245.25,20.53,161.96,16.45,0.5,188.39,174.17,356.5,89.72,36.23,43.11,6.32,6.88,31.61,pulses,urea,255.95,0,5.88
29.08,86.91,1187.14,20.99,158.97,29.44,8.25,219.16,150.82,237.46,136.35,53.39,85.49,5.97,21.98,22.82,rice,NPK,277.88,1,5.07
25.68,74.99,1433.99,21.45,131.37,21.49,9.99,366.62,460.99,214.92,158.14,31.42,44.33,5.51,12.15,23.29,cotton,NPK,98.22,0,4.27
23.12,76.94,1840.8,18.02,156.67,26.29,0.41,228.29,172.61,168.56,99.85,48.6,55.9,5.79,22.01,20.13,cotton,NPK,197.62,2,4.79
29.86,74.4,1401.12,18.09,156.28,32.45,1.8,226.79,391.54,198.78,167.69,20.83,53.18,5.65,16.92,33.25,wheat,DAP,222.11,0,4.96
29.6,88.07,1752.49,17.37,144.33,27.26,6.62,283.58,272.18,285.49,147.89,51.58,48.64,5.28,18.16,23.37,maize,DAP,247.65,0,4.96
27.85,84.57,1143.93,19.98,133.26,35.11,1.16,260.03,315.9,391.34,86.19,35.76,50.57,6.6,10.92,37.25,wheat,urea,243.38,0,4.26
22.62,66.25,1985.62,21.53,138.99,20.48,5.09,319.85,373.34,167.9,167.51,42.39,99.49,7.12,21.41,36.45,pulses,NPK,131.19,0,5.76
24.39,78.7,1158.86,18.08,152.73,15.66,9.28,318.12,276.32,174.17,95.53,24.86,33.31,5.12,22.28,20.12,rice,DAP,258.13,0,4.05
29.99,85.02,1841.66,18.55,136.47,32.54,8.78,351.76,275.51,331.29,191.02,44.51,92.96,6.68,19.05,19.81,wheat,urea,86.59,0,4.9
27.07,75.08,1355.08,17.53,151.12,26.9,3.51,339.16,385.07,354.51,130.93,42.56,41.0,5.03,8.61,20.67,pulses,urea,260.83,1,4.22
23.05,94.09,1014.21,20.05,158.6,29.57,3.39,412.61,483.02,175.52,205.38,30.45,75.24,5.24,12.67,26.04,pulses,DAP,134.81,0,5.28
24.08,75.89,916.72,19.23,131.22,24.26,9.94,437.64,490.49,364.22,166.8,37.23,68.04,6.91,12.66,22.97,rice,DAP,263.59,0,4.6
29.35,77.13,1389.01,15.46,136.2,25.33,6.22,267.53,425.25,301.77,96.7,58.71,51.2,6.0,13.97,30.77,rice,urea,137.35,3,4.11
29.2,67.57,1940.75,15.46,167.33,32.33,6.15,397.49,388.39,299.97,175.8,20.97,63.84,6.71,10.36,31.43,fallow,DAP,127.82,0,4.91
27.76,78.41,925.79,20.65,155.39,25.73,0.94,338.55,259.05,339.43,152.16,73.54,107.49,5.64,14.41,30.76,fallow,urea,142.93,1,3.44
28.31,84.8,912.16,15.21,165.25,27.19,3.29,194.26,126.18,348.82,176.66,64.02,70.03,6.58,11.25,21.55,maize,DAP,226.48,0,4.79
24.57,76.22,2108.58,19.94,159.37,15.83,5.0,346.96,238.06,327.48,100.93,41.78,50.73,7.14,22.22,18.61,wheat,organic,181.92,0,5.8
24.06,91.37,2068.28,21.51,142.87,34.89,6.3,348.84,199.43,312.96,126.22,50.82,74.51,5.28,10.64,24.27,maize,DAP,153.08,0,5.26
26.58,74.45,1630.82,17.78,150.59,27.74,2.34,227.3,443.07,194.24,194.54,18.4,91.86,7.1,22.39,33.76,rice,urea,116.05,0,4.55
26.7,83.26,2009.21,21.67,131.3,15.55,8.97,285.24,431.48,179.6,139.46,25.24,61.95,7.5,15.73,33.47,fallow,NPK,262.29,0,6.02
28.46,89.61,916.16,15.3,164.53,25.06,3.3,214.51,159.54,322.24,95.43,70.98,93.04,5.86,8.72,31.22,rice,urea,253.89,1,4.71
22.2,70.23,1152.24,21.59,147.83,28.48,0.68,311.65,426.2,356.64,86.85,58.13,82.03,6.45,9.87,25.45,maize,organic,97.94,0,3.26
29.17,71.96,1182.15,19.16,149.63,22.55,9.35,200.76,163.49,347.55,164.25,59.28,41.35,5.31,21.21,22.55,pulses,NPK,160.74,0,3.61
25.19,93.97,1325.31,18.93,168.75,32.15,1.62,412.84,425.63,370.5,77.4,71.78,85.84,7.11,17.07,39.69,rice,NPK,256.05,0,5.17
26.71,94.54,2184.06,19.16,166.32,29.42,2.44,249.46,395.07,267.46,173.26,50.41,41.3,5.5,10.27,23.7,cotton,organic,262.89,0,5.98
25.95,72.34,2021.1,18.11,167.7,24.24,1.67,320.47,446.34,179.95,202.07,65.15,47.17,6.91,22.24,33.94,rice,NPK,150.05,0,5.08
25.92,90.26,1100.75,18.91,138.5,35.0,0.66,204.5,151.07,206.87,204.73,44.09,57.23,6.06,11.74,25.79,rice,DAP,109.15,2,3.62
28.59,86.92,1395.82,18.58,142.48,28.75,5.61,367.2,272.47,221.55,201.39,45.69,46.1,5.91,6.57,39.96,rice,NPK,73.79,0,4.72
25.16,82.5,1843.09,16.95,161.27,15.98,4.56,297.14,397.99,236.59,188.31,72.07,82.43,6.56,21.5,35.27,pulses,urea,117.04,0,4.75
28.06,66.85,907.16,17.9,172.53,30.28,2.73,329.03,444.64,286.54,89.54,64.08,103.49,5.73,19.31,20.31,rice,DAP,110.11,2,3.19
30.18,83.78,1442.15,21.23,148.34,34.17,6.18,304.59,498.21,262.42,70.35,54.47,102.04,5.88,15.23,33.81,rice,DAP,191.24,0,4.47
31.06,90.51,943.95,16.21,150.17,18.16,1.33,403.13,164.94,374.09,189.0,47.56,68.53,6.95,16.81,36.18,rice,organic,113.29,2,4.08
28.53,67.33,2069.33,19.11,149.64,30.01,9.43,235.0,157.92,279.47,74.89,31.29,116.33,5.97,6.24,30.4,rice,urea,227.07,0,4.5
30.0,89.04,1248.61,17.82,164.68,17.61,0.53,407.73,125.19,257.85,167.55,23.0,88.32,7.1,19.03,31.22,rice,NPK,106.28,0,4.82
23.15,74.35,1394.58,16.03,133.8,35.62,9.07,320.23,354.06,173.24,183.75,42.83,38.7,7.4,11.38,26.87,pulses,NPK,161.68,1,4.14
23.53,77.34,1228.43,21.86,135.5,31.67,3.28,183.06,228.95,389.56,193.81,64.67,111.08,7.15,4.64,26.82,fallow,urea,81.33,0,4.95
30.47,71.98,1287.77,20.01,158.17,31.83,6.05,332.87,266.65,347.92,135.26,28.6,105.31,6.42,4.86,33.42,maize,urea,226.43,0,4.77
22.01,89.38,1021.62,20.66,142.91,28.54,3.16,384.4,364.51,248.28,138.77,65.0,37.2,7.23,17.49,33.34,fallow,urea,151.5,0,4.38
25.77,89.66,1768.17,19.93,130.01,32.23,9.68,216.72,434.19,195.94,88.31,38.98,74.43,5.66,13.11,27.73,wheat,organic,68.27,0,4.49
23.31,82.47,1936.79,20.89,170.1,16.52,5.96,331.0,429.75,376.21,163.27,32.36,113.43,6.8,18.51,33.11,wheat,organic,174.58,0,4.82
25.83,75.96,1985.27,15.08,168.75,16.37,4.58,386.05,407.72,300.79,145.25,25.47,76.15,6.27,6.24,33.53,wheat,DAP,71.42,1,5.01
24.08,92.51,1194.2,15.44,162.68,17.69,0.2,225.54,445.49,232.95,134.19,29.1,77.58,5.94,17.92,36.15,rice,urea,209.4,0,3.86
24.44,93.5,1679.47,18.92,142.86,28.99,7.89,249.56,258.2,303.82,118.26,27.73,92.84,5.5,6.06,27.66,wheat,organic,161.2,0,4.85
22.26,86.28,1478.15,18.46,150.45,23.72,9.36,265.86,229.21,363.17,91.82,28.81,81.99,6.47,22.21,20.83,rice,DAP,201.42,0,4.77
25.2,76.61,915.91,21.74,171.58,29.99,3.77,310.41,497.3,181.57,81.79,26.32,53.32,6.92,12.26,33.25,rice,organic,134.01,1,3.39
26.02,66.13,2034.87,21.16,143.97,27.4,9.25,274.1,257.44,199.25,149.99,39.98,30.53,6.49,16.38,22.04,fallow,urea,126.42,0,5.36
32.28,76.88,1804.38,22.0,172.24,21.49,6.69,195.44,399.64,384.01,149.79,54.64,67.64,6.12,19.93,20.59,wheat,NPK,124.54,1,5.34
31.88,88.26,1368.8,15.42,144.96,30.86,0.79,389.96,198.18,219.23,149.8,19.62,46.38,5.51,13.39,23.34,rice,DAP,210.56,3,5.14
