Date,Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Crop_Yield,Soil_Quality
2014-02-17,Sugarcane,Clay,6.25,19.21707154698,80.0,11.485638859372337,78.0,60.0,48.0,37.40263175673154,54.25
2014-02-18,Sugarcane,Sandy,6.75,19.87598814891215,80.0,11.503282509819536,65.0,48.0,36.0,35.16404860727404,43.45833333333333
2014-02-20,Sugarcane,Sandy,6.75,15.843273359833638,80.0,11.325821948708228,65.0,48.0,36.0,5.317487898880906,43.45833333333333
2014-02-22,Sugarcane,Peaty,5.5,15.071616291053,80.0,10.468563468822632,71.5,54.0,42.0,0.4895168794643977,27.916666666666668
2014-02-25,Sugarcane,Loamy,6.5,15.297764841568076,80.0,8.974336791486145,91.0,72.0,60.0,3.377223621361852,74.33333333333333
2014-02-26,Sugarcane,Peaty,5.5,16.312806645009626,80.0,10.580769734102631,71.5,54.0,42.0,9.544237735867204,27.916666666666668
2014-02-27,Sugarcane,Sandy,6.75,18.24068634953767,80.0,12.26756487927982,65.0,48.0,36.0,22.710178397205123,43.45833333333333
2014-03-01,Sugarcane,Clay,6.25,19.314293097318888,80.0,7.18178264859845,78.0,60.0,48.0,38.198281617434105,54.25
2014-03-02,Sugarcane,Clay,6.25,27.12943603096518,72.87056396903482,10.057443332247257,78.0,60.0,48.0,63.22809925581043,54.25
2014-03-03,Sugarcane,Clay,6.25,30.959794280585584,69.04020571941442,8.223200407524654,78.0,60.0,48.0,34.19436907782631,54.25
2014-03-04,Sugarcane,Clay,6.25,25.31589613778258,74.68410386221743,13.931154106509911,78.0,60.0,48.0,80.0484981240934,54.25
2014-03-05,Sugarcane,Sandy,6.75,17.05767729791221,80.0,12.37880456047932,65.0,48.0,36.0,15.976415452280598,43.45833333333333
2014-03-06,Sugarcane,Sandy,6.75,24.698555043041942,75.30144495695805,11.36438550892714,65.0,48.0,36.0,73.95527959445624,43.45833333333333
2014-03-07,Sugarcane,Peaty,5.5,22.20502636059001,77.79497363940999,11.020178100582404,71.5,54.0,42.0,51.51516035464245,27.916666666666668
2014-03-08,Sugarcane,Sandy,6.75,29.093888218774303,70.90611178122569,14.61379575523766,65.0,48.0,36.0,35.082653732207994,43.45833333333333
2014-03-09,Sugarcane,Clay,6.25,22.485126147243285,77.51487385275672,10.79046164599318,78.0,60.0,48.0,68.07682573210005,54.25
2014-03-10,Sugarcane,Peaty,5.5,25.01342670377389,74.98657329622611,1.8944945975516767,71.5,54.0,42.0,70.01272953891494,27.916666666666668
2014-03-11,Sugarcane,Sandy,6.75,28.189483690834145,71.81051630916585,9.139836475716278,65.0,48.0,36.0,47.57426645032341,43.45833333333333
2014-03-12,Sugarcane,Clay,6.25,25.00222747093773,74.99777252906227,6.108494134345371,78.0,60.0,48.0,97.29497283630138,54.25
2014-03-13,Sugarcane,Sandy,6.75,23.62148903539567,76.37851096460433,12.822088431468046,65.0,48.0,36.0,64.04611687563889,43.45833333333333
2014-03-14,Sugarcane,Peaty,5.5,25.75435106638768,74.24564893361233,9.646377806255211,71.5,54.0,42.0,63.50590328450711,27.916666666666668
2014-03-15,Sugarcane,Clay,6.25,30.222569931217304,69.77743006878269,11.61153528287728,78.0,60.0,48.0,42.06788160805642,54.25
2014-03-16,Sugarcane,Saline,8.0,16.73816492148095,80.0,5.574888404979649,84.5,66.0,54.0,12.681733478007768,17.041666666666668
2014-03-17,Sugarcane,Sandy,6.75,23.32431109414274,76.67568890585726,11.027013503468863,65.0,48.0,36.0,68.07169634130852,43.45833333333333
2014-03-18,Sugarcane,Clay,6.25,19.03144506169586,80.0,9.095960650925347,78.0,60.0,48.0,33.20120021260004,54.25
2014-03-19,Sugarcane,Saline,8.0,28.149574310231472,71.85042568976853,3.881705505040204,84.5,66.0,54.0,47.79000471775743,17.041666666666668
2014-03-20,Sugarcane,Saline,8.0,22.343928526962006,77.656071473038,11.45162995356412,84.5,66.0,54.0,46.77006140923296,17.041666666666668
2014-03-21,Sugarcane,Peaty,5.5,22.150835358806205,77.8491646411938,10.988526206719028,71.5,54.0,42.0,40.6417271625425,27.916666666666668
2014-03-22,Sugarcane,Sandy,6.75,29.380233962648973,70.61976603735103,14.418012027252946,65.0,48.0,36.0,35.189008326987164,43.45833333333333
2014-03-23,Sugarcane,Saline,8.0,15.438725122901117,80.0,9.794097861743596,84.5,66.0,54.0,2.7105001902677954,17.041666666666668
2014-03-24,Sugarcane,Saline,8.0,17.91783185901903,80.0,11.959579331740928,84.5,66.0,54.0,16.98830596552167,17.041666666666668
2014-03-25,Sugarcane,Loamy,6.5,30.159339912674152,69.84066008732584,14.037409802088607,91.0,72.0,60.0,53.96593355779827,74.33333333333333
2014-03-26,Sugarcane,Saline,8.0,33.13190202834316,66.86809797165684,8.49214115850472,84.5,66.0,54.0,11.565203254612776,17.041666666666668
2014-03-27,Sugarcane,Sandy,6.75,28.270527979283056,71.72947202071694,12.600970659184815,65.0,48.0,36.0,40.658060729077285,43.45833333333333
2014-03-28,Sugarcane,Saline,8.0,17.79077787000144,80.0,12.571992296681852,84.5,66.0,54.0,18.113098082829595,17.041666666666668
2014-03-29,Sugarcane,Peaty,5.5,29.464769350543847,70.53523064945615,15.48886060514826,71.5,54.0,42.0,33.44938617123224,27.916666666666668
2014-03-30,Sugarcane,Saline,8.0,30.36443371496447,69.63556628503554,10.976310578301431,84.5,66.0,54.0,29.92433859536478,17.041666666666668
2014-03-31,Sugarcane,Peaty,5.5,20.988988578819,79.01101142118101,8.873869133220737,71.5,54.0,42.0,37.86159085652251,27.916666666666668
2014-04-01,Sugarcane,Saline,8.0,20.911422621349345,79.08857737865065,5.102191762938031,84.5,66.0,54.0,47.41352881355558,17.041666666666668
2014-04-02,Sugarcane,Peaty,5.5,29.568858106927927,70.43114189307207,5.362810639927801,71.5,54.0,42.0,39.60470843092174,27.916666666666668
2014-04-03,Sugarcane,Sandy,6.75,25.86263391461545,74.13736608538454,11.532588967444951,65.0,48.0,36.0,79.55310449665886,43.45833333333333
2014-04-04,Sugarcane,Saline,8.0,26.993475918111187,73.00652408188881,8.532282301002716,84.5,66.0,54.0,47.158468682326735,17.041666666666668
2014-04-05,Sugarcane,Loamy,6.5,28.47701237275149,71.52298762724851,6.576974470741785,91.0,72.0,60.0,68.58605703231039,74.33333333333333
2014-04-06,Sugarcane,Sandy,6.75,23.193447190163543,76.80655280983646,9.807447516133545,65.0,48.0,36.0,52.12875209218259,43.45833333333333
2014-04-07,Sugarcane,Saline,8.0,30.69367387136804,69.30632612863197,15.910775345902412,84.5,66.0,54.0,28.954668853998378,17.041666666666668
2014-04-08,Sugarcane,Saline,8.0,25.81605127513677,74.18394872486323,8.891940669860311,84.5,66.0,54.0,61.40810739661508,17.041666666666668
2014-04-09,Sugarcane,Sandy,6.75,25.356268749554463,74.64373125044554,6.119477124387712,65.0,48.0,36.0,63.20348102256968,43.45833333333333
2014-04-10,Sugarcane,Clay,6.25,23.125978077524643,76.87402192247535,8.648136147775315,78.0,60.0,48.0,79.22261609023688,54.25
2014-04-11,Sugarcane,Sandy,6.75,25.16983806175741,74.83016193824258,10.506767869996825,65.0,48.0,36.0,71.01502388118226,43.45833333333333
2014-04-12,Sugarcane,Clay,6.25,30.06318704822036,69.93681295177964,9.52553846688304,78.0,60.0,48.0,53.86258948282185,54.25
2014-04-13,Sugarcane,Peaty,5.5,28.853193394750694,71.14680660524931,7.538626451332994,71.5,54.0,42.0,42.04733805160128,27.916666666666668
2014-04-14,Sugarcane,Clay,6.25,24.24839769864064,75.75160230135936,9.019911360440908,78.0,60.0,48.0,73.19073368765793,54.25
2014-04-15,Sugarcane,Saline,8.0,21.60347615317132,78.39652384682867,7.5271864680489715,84.5,66.0,54.0,51.03133214759928,17.041666666666668
2014-04-16,Sugarcane,Loamy,6.5,22.376687964665983,77.62331203533401,11.480964542929453,91.0,72.0,60.0,92.91019866608514,74.33333333333333
2014-04-17,Sugarcane,Saline,8.0,34.76651627872995,65.23348372127005,9.61379398141623,84.5,66.0,54.0,1.5594690977641523,17.041666666666668
2014-04-18,Sugarcane,Clay,6.25,25.687381725705727,74.31261827429427,16.268027949555396,78.0,60.0,48.0,76.40052761809578,54.25
2014-04-19,Sugarcane,Saline,8.0,27.5372716914327,72.4627283085673,12.507262041572504,84.5,66.0,54.0,52.29920147570737,17.041666666666668
2014-04-20,Sugarcane,Saline,8.0,23.24187416069538,76.75812583930463,10.886289435165343,84.5,66.0,54.0,50.05449204673019,17.041666666666668
2014-04-21,Sugarcane,Saline,8.0,23.559139269225664,76.44086073077433,11.23834825847178,84.5,66.0,54.0,62.40159520840097,17.041666666666668
2014-04-22,Sugarcane,Saline,8.0,20.4205130310014,79.5794869689986,6.584544730186952,84.5,66.0,54.0,38.47464969390008,17.041666666666668
2014-04-23,Sugarcane,Sandy,6.75,27.977454488196287,72.02254551180371,8.230315730611327,65.0,48.0,36.0,47.09809389242447,43.45833333333333
2014-04-24,Sugarcane,Loamy,6.5,30.796170751421023,69.20382924857898,10.14121506042366,91.0,72.0,60.0,33.861233097219795,74.33333333333333
2014-04-25,Sugarcane,Loamy,6.5,26.391743173223347,73.60825682677665,8.472359912202597,91.0,72.0,60.0,86.22817494312987,74.33333333333333
2014-04-26,Sugarcane,Saline,8.0,25.22745738165376,74.77254261834624,11.675009269635115,84.5,66.0,54.0,82.68214243821147,17.041666666666668
2014-04-27,Sugarcane,Sandy,6.75,23.095017970333046,76.90498202966695,11.638820828672998,65.0,48.0,36.0,52.99348453625396,43.45833333333333
2014-04-28,Sugarcane,Clay,6.25,17.407731705164544,80.0,9.732284000372736,78.0,60.0,48.0,22.42027957867568,54.25
2014-04-29,Sugarcane,Saline,8.0,27.11054296744953,72.88945703255047,14.670645509640078,84.5,66.0,54.0,53.779525510341465,17.041666666666668
2014-04-30,Sugarcane,Clay,6.25,22.64848428698019,77.35151571301981,5.125655921808214,78.0,60.0,48.0,68.86835933974513,54.25
2014-05-01,Sugarcane,Clay,6.25,31.651908428290305,68.34809157170969,13.9631852150604,78.0,60.0,48.0,27.906505626285824,54.25
2014-05-02,Sugarcane,Sandy,6.75,23.297006465450693,76.70299353454931,11.500429099341652,65.0,48.0,36.0,50.75385762296786,43.45833333333333
2014-05-03,Sugarcane,Sandy,6.75,25.124342420081483,74.87565757991851,7.543707678366937,65.0,48.0,36.0,60.75907634240875,43.45833333333333
2014-05-04,Sugarcane,Clay,6.25,16.673454606611813,80.0,9.125436067247511,78.0,60.0,48.0,14.46501813087348,54.25
2014-05-05,Sugarcane,Peaty,5.5,17.448476227648747,80.0,9.827253950353835,71.5,54.0,42.0,16.626659844324166,27.916666666666668
2014-05-06,Sugarcane,Clay,6.25,25.140393870239954,74.85960612976004,10.312683817385222,78.0,60.0,48.0,76.62703429222735,54.25
2014-05-07,Sugarcane,Loamy,6.5,19.14391913311365,80.0,16.821823116031602,91.0,72.0,60.0,45.09766922583537,74.33333333333333
2014-05-08,Sugarcane,Loamy,6.5,23.42351672356937,76.57648327643062,7.176931898000863,91.0,72.0,60.0,96.23348320344935,74.33333333333333
2014-05-09,Sugarcane,Sandy,6.75,24.586424880517534,75.41357511948246,10.729275182982096,65.0,48.0,36.0,74.30233728673625,43.45833333333333
2014-05-10,Sugarcane,Peaty,5.5,25.17433441389573,74.82566558610426,15.990550656066551,71.5,54.0,42.0,65.10014773695045,27.916666666666668
2014-05-11,Sugarcane,Peaty,5.5,22.94015065443486,77.05984934556514,4.650335556148608,71.5,54.0,42.0,52.54302489109254,27.916666666666668
2014-05-12,Sugarcane,Loamy,6.5,27.535101360676784,72.46489863932322,9.827813904777893,91.0,72.0,60.0,69.19798467222466,74.33333333333333
2014-05-13,Sugarcane,Clay,6.25,17.866620523898305,80.0,10.40323758370683,78.0,60.0,48.0,24.66816174061794,54.25
2014-05-14,Sugarcane,Saline,8.0,17.940741458390278,80.0,9.283711840335256,84.5,66.0,54.0,25.11302850460084,17.041666666666668
2014-05-15,Sugarcane,Clay,6.25,28.28968146376538,71.71031853623462,13.137337454807096,78.0,60.0,48.0,58.5811468782105,54.25
2014-05-16,Sugarcane,Loamy,6.5,24.74469667442509,75.25530332557491,9.25934381029393,91.0,72.0,60.0,131.9599110625636,74.33333333333333
2014-05-17,Sugarcane,Clay,6.25,30.16902688004312,69.83097311995688,7.933792846148416,78.0,60.0,48.0,36.85111695764291,54.25
2014-05-18,Sugarcane,Saline,8.0,20.09448143025132,79.90551856974868,7.509098404047377,84.5,66.0,54.0,41.36563925519582,17.041666666666668
2014-05-19,Sugarcane,Clay,6.25,26.16243309209684,73.83756690790317,12.704489599428197,78.0,60.0,48.0,73.26265447174056,54.25
2014-05-20,Sugarcane,Sandy,6.75,21.13792504494706,78.86207495505295,12.668623693507072,65.0,48.0,36.0,50.34089925988498,43.45833333333333
2014-05-22,Sugarcane,Saline,8.0,21.03936786807332,78.96063213192669,12.021894576856909,84.5,66.0,54.0,50.54246636898565,17.041666666666668
2014-05-23,Sugarcane,Saline,8.0,28.14384289545356,71.85615710454644,8.927886710750212,84.5,66.0,54.0,54.96348115818916,17.041666666666668
2014-05-24,Sugarcane,Sandy,6.75,34.499698333114445,65.50030166688555,3.967918271253798,65.0,48.0,36.0,2.2917483706978654,43.45833333333333
2014-05-25,Sugarcane,Sandy,6.75,33.47049039205987,66.52950960794013,7.342080975260497,65.0,48.0,36.0,10.095485314676012,43.45833333333333
2014-05-26,Sugarcane,Clay,6.25,28.049145388317463,71.95085461168253,3.761100153258882,78.0,60.0,48.0,62.903842636989246,54.25
2014-05-27,Sugarcane,Clay,6.25,24.8501746675563,75.1498253324437,9.472703188224065,78.0,60.0,48.0,90.9085914975182,54.25
2014-05-28,Sugarcane,Saline,8.0,31.819839368304315,68.18016063169568,8.530321809580954,84.5,66.0,54.0,16.55741972996509,17.041666666666668
2014-05-29,Sugarcane,Loamy,6.5,18.91696384168471,80.0,12.946098748719432,91.0,72.0,60.0,51.17444395826837,74.33333333333333
2014-05-30,Sugarcane,Loamy,6.5,29.62987550357308,70.37012449642691,9.726772418940918,91.0,72.0,60.0,55.18284289903698,74.33333333333333
2014-05-31,Sugarcane,Clay,6.25,21.85672847462715,78.14327152537285,9.1674591434193,78.0,60.0,48.0,54.30131796440472,54.25
2014-06-01,Sugarcane,Sandy,6.75,24.02808765089988,75.97191234910012,14.798412820341367,65.0,48.0,36.0,68.38911035270336,43.45833333333333
2014-06-03,Sugarcane,Sandy,6.75,34.12665529944531,65.8733447005547,10.075872098004028,65.0,48.0,36.0,5.113183401136722,43.45833333333333
2014-06-06,Sugarcane,Peaty,5.5,33.94465665057403,66.05534334942597,14.271262225921838,71.5,54.0,42.0,5.894002661695058,27.916666666666668
2014-06-09,Sugarcane,Loamy,6.5,26.44835944881861,73.55164055118138,8.029134289237492,91.0,72.0,60.0,86.76060329627205,74.33333333333333
2014-06-10,Sugarcane,Loamy,6.5,30.3927448828554,69.6072551171446,8.303821089143796,91.0,72.0,60.0,48.83635647967587,74.33333333333333
2014-06-12,Sugarcane,Clay,6.25,28.444569688154047,71.55543031184595,10.76992845143312,78.0,60.0,48.0,55.066996562651184,54.25
2014-06-15,Sugarcane,Clay,6.25,25.17222054261748,74.82777945738252,8.238654188139558,78.0,60.0,48.0,72.47453033118201,54.25
2014-06-16,Sugarcane,Loamy,6.5,29.3736755509617,70.6263244490383,6.719403140620982,91.0,72.0,60.0,57.05887651725084,74.33333333333333
2014-06-18,Sugarcane,Peaty,5.5,34.9171579508874,65.0828420491126,12.049973534548275,71.5,54.0,42.0,0.5101023986033998,27.916666666666668
2014-06-19,Sugarcane,Saline,8.0,34.21487585777646,65.78512414222354,6.369517169757526,84.5,66.0,54.0,5.7134973523066455,17.041666666666668
2014-06-21,Sugarcane,Loamy,6.5,31.975466180359128,68.02453381964088,11.493364928253332,91.0,72.0,60.0,32.23083702239615,74.33333333333333
2014-06-23,Sugarcane,Peaty,5.5,34.97362201445477,65.02637798554522,12.927137613947997,71.5,54.0,42.0,0.1594046602556099,27.916666666666668
2014-06-24,Sugarcane,Peaty,5.5,28.09582940012337,71.90417059987664,13.434038036890565,71.5,54.0,42.0,35.51479506025623,27.916666666666668
2014-06-28,Sugarcane,Clay,6.25,26.27717524050982,73.72282475949018,7.235040640665213,78.0,60.0,48.0,67.38507570284492,54.25
2014-07-02,Sugarcane,Loamy,6.5,32.329496993460175,67.67050300653983,10.633372680347794,91.0,72.0,60.0,22.38285426612827,74.33333333333333
2014-07-04,Sugarcane,Saline,8.0,25.18355426080513,74.81644573919488,11.382474596211596,84.5,66.0,54.0,77.4374103649573,17.041666666666668
2014-07-07,Sugarcane,Clay,6.25,25.17731980948537,74.82268019051463,5.5565628261348525,78.0,60.0,48.0,86.55769100268314,54.25
2014-07-11,Sugarcane,Sandy,6.75,32.60146630221088,67.39853369778912,9.909242014823738,65.0,48.0,36.0,14.969772414800566,43.45833333333333
2014-07-15,Sugarcane,Sandy,6.75,32.82105135188182,67.17894864811818,7.475651457612974,65.0,48.0,36.0,13.153286932424562,43.45833333333333
2014-07-17,Sugarcane,Peaty,5.5,26.28163698801732,73.71836301198269,10.47046904829458,71.5,54.0,42.0,59.02952189159267,27.916666666666668
2014-07-20,Sugarcane,Loamy,6.5,32.71651192488377,67.28348807511622,11.01698054142826,91.0,72.0,60.0,23.88343489795549,74.33333333333333
2014-07-21,Sugarcane,Loamy,6.5,32.437264601718645,67.56273539828135,9.43792920044588,91.0,72.0,60.0,27.14743483139681,74.33333333333333
2014-07-22,Sugarcane,Saline,8.0,27.44430643327597,72.55569356672403,4.96214023915361,84.5,66.0,54.0,44.50205657984155,17.041666666666668
2014-07-25,Sugarcane,Peaty,5.5,34.38153405244108,65.61846594755892,8.881773267913932,71.5,54.0,42.0,3.8037320930274,27.916666666666668
2014-07-27,Sugarcane,Saline,8.0,29.57126144609225,70.42873855390775,10.089388495364274,84.5,66.0,54.0,34.15211560345818,17.041666666666668
2014-07-28,Sugarcane,Sandy,6.75,31.69100077359497,68.30899922640504,10.820100558356163,65.0,48.0,36.0,18.65991982983733,43.45833333333333
2014-07-29,Sugarcane,Sandy,6.75,23.169397432150625,76.83060256784938,6.9401879856878494,65.0,48.0,36.0,54.59727277300152,43.45833333333333
2014-07-30,Sugarcane,Saline,8.0,31.444816147724246,68.55518385227575,8.485255473117316,84.5,66.0,54.0,24.7864822299772,17.041666666666668
2014-07-31,Sugarcane,Saline,8.0,31.429674410089103,68.5703255899109,13.53525795269116,84.5,66.0,54.0,22.664052856567068,17.041666666666668
2014-08-01,Sugarcane,Clay,6.25,33.85586347071679,66.1441365292832,10.132898984185832,78.0,60.0,48.0,9.649177423589204,54.25
2014-08-04,Sugarcane,Clay,6.25,24.23981239389645,75.76018760610354,11.33450119897616,78.0,60.0,48.0,79.44859924008401,54.25
2014-08-06,Sugarcane,Saline,8.0,29.351260909976965,70.64873909002304,10.112311206381117,84.5,66.0,54.0,34.03797155542778,17.041666666666668
2014-08-07,Sugarcane,Clay,6.25,30.49519012155812,69.50480987844188,6.789241794486421,78.0,60.0,48.0,37.77308508828487,54.25
2014-08-09,Sugarcane,Peaty,5.5,34.80950208663019,65.19049791336981,9.279072795565495,71.5,54.0,42.0,1.3316354688057297,27.916666666666668
2014-08-11,Sugarcane,Clay,6.25,34.9599798375537,65.0400201624463,10.270418980219985,78.0,60.0,48.0,0.3310863976472084,54.25
2014-08-16,Sugarcane,Sandy,6.75,25.43333874925535,74.56666125074466,11.859695421298696,65.0,48.0,36.0,80.78093063772297,43.45833333333333
2014-08-21,Sugarcane,Saline,8.0,33.10666856986025,66.89333143013975,11.159004097347536,84.5,66.0,54.0,10.01430562485864,17.041666666666668
2014-08-22,Sugarcane,Loamy,6.5,30.36313497152033,69.63686502847966,13.865300867510165,91.0,72.0,60.0,44.95921138050353,74.33333333333333
2014-08-24,Sugarcane,Saline,8.0,30.361158504521484,69.63884149547852,10.304687270510824,84.5,66.0,54.0,30.271159017270108,17.041666666666668
2014-08-25,Sugarcane,Peaty,5.5,22.11685116569722,77.88314883430277,8.284989018169899,71.5,54.0,42.0,44.82085229486873,27.916666666666668
2014-08-27,Sugarcane,Clay,6.25,31.23202255819595,68.76797744180405,2.972429500775013,78.0,60.0,48.0,30.734051743322723,54.25
2014-08-30,Sugarcane,Loamy,6.5,29.20698368170257,70.79301631829742,4.553053072363547,91.0,72.0,60.0,57.83461214173919,74.33333333333333
2014-08-31,Sugarcane,Saline,8.0,34.29092351165419,65.7090764883458,3.838846613142808,84.5,66.0,54.0,5.117679410698575,17.041666666666668
2014-09-01,Sugarcane,Clay,6.25,33.162903866650765,66.83709613334923,10.179997626569518,78.0,60.0,48.0,16.33071628790666,54.25
2014-09-02,Sugarcane,Peaty,5.5,21.39405977777253,78.60594022222747,12.455548181357235,71.5,54.0,42.0,40.670926685984654,27.916666666666668
2014-09-03,Sugarcane,Saline,8.0,18.88840253061145,80.0,11.76423768738748,84.5,66.0,54.0,18.87687635092973,17.041666666666668
2014-09-06,Sugarcane,Peaty,5.5,19.08229838991767,80.0,9.655147205524472,71.5,54.0,42.0,23.29728887302502,27.916666666666668
2014-09-07,Sugarcane,Saline,8.0,23.486190231951564,76.51380976804843,8.957425172443426,84.5,66.0,54.0,53.71500100066452,17.041666666666668
2014-09-08,Sugarcane,Peaty,5.5,23.027568255620828,76.97243174437918,10.193222567295829,71.5,54.0,42.0,56.8555220202288,27.916666666666668
2014-09-09,Sugarcane,Saline,8.0,23.35508902458885,76.64491097541115,13.203993334176916,84.5,66.0,54.0,65.41673262783709,17.041666666666668
2014-09-10,Sugarcane,Clay,6.25,18.61624484610873,80.0,7.750471231875444,78.0,60.0,48.0,31.21116126510189,54.25
2014-09-11,Sugarcane,Saline,8.0,15.808190599995962,80.0,6.362028602130058,84.5,66.0,54.0,6.236948592352075,17.041666666666668
2014-09-12,Sugarcane,Peaty,5.5,26.73928793631245,73.26071206368755,12.72770182654891,71.5,54.0,42.0,48.59236404883875,27.916666666666668
2014-09-13,Sugarcane,Saline,8.0,28.62519294899008,71.37480705100992,11.484114004150667,84.5,66.0,54.0,47.2924066595853,17.041666666666668
2014-09-14,Sugarcane,Clay,6.25,20.32751634059672,79.67248365940328,12.483139520748258,78.0,60.0,48.0,47.97846374122528,54.25
2014-09-15,Sugarcane,Sandy,6.75,18.53330067680632,80.0,8.663956615010347,65.0,48.0,36.0,26.33679786651628,43.45833333333333
2014-09-16,Sugarcane,Sandy,6.75,24.28297393363303,75.71702606636697,8.728483858297484,65.0,48.0,36.0,68.89473488428834,43.45833333333333
2014-09-17,Sugarcane,Peaty,5.5,18.119655961109405,80.0,9.76400430141238,71.5,54.0,42.0,22.88766954724901,27.916666666666668
2014-09-18,Sugarcane,Loamy,6.5,24.765768109395875,75.23423189060412,7.927177595368319,91.0,72.0,60.0,100.49124818221944,74.33333333333333
2014-09-19,Sugarcane,Sandy,6.75,19.397778141257543,80.0,10.132218469880174,65.0,48.0,36.0,35.28293193224151,43.45833333333333
2014-09-20,Sugarcane,Saline,8.0,21.803778773319173,78.19622122668082,10.216865041374607,84.5,66.0,54.0,51.40481074760094,17.041666666666668
2014-09-21,Sugarcane,Clay,6.25,24.383029399210898,75.6169706007891,9.064643280231923,78.0,60.0,48.0,93.28089895878692,54.25
2014-09-23,Sugarcane,Peaty,5.5,17.04061966828454,80.0,13.82281677620311,71.5,54.0,42.0,13.51685238455164,27.916666666666668
2014-09-24,Sugarcane,Loamy,6.5,22.93528767297268,77.06471232702732,10.019645973413615,91.0,72.0,60.0,93.27774117007792,74.33333333333333
2014-09-25,Sugarcane,Clay,6.25,22.86235705889868,77.13764294110132,11.952897036338324,78.0,60.0,48.0,68.64438162918528,54.25
2014-09-28,Sugarcane,Clay,6.25,20.406127515751248,79.59387248424875,9.555935480395917,78.0,60.0,48.0,45.45534939288489,54.25
2014-09-29,Sugarcane,Sandy,6.75,22.72229934763731,77.27770065236268,6.716516917495311,65.0,48.0,36.0,53.88790340096661,43.45833333333333
